item_id,dirty_name,standard_name,category,unit_price,source_system
ITM0750,cheese burger,Beef Burger,Food,100.77,PMS
ITM0751,sprite 33cl,Sprite 330ml,Beverage,138.94,POS_Restaurant
ITM0752,hse white wine,House White Wine (Glass),Beverage,132.17,POS_Restaurant
ITM0753,Beer  draft,Local Beer Draft 500ml,Beverage,98.94,Manual
ITM0754,fresh OJ,Fresh Orange Juice,Beverage,13.13,PMS
ITM0755,red wine,House Red Wine (Glass),Beverage,139.83,PMS
ITM0756,coca cola,Coca-Cola 330ml,Beverage,111.41,POS_Spa
ITM0757,red wine,House Red Wine (Glass),Beverage,109.39,POS_Restaurant
ITM0758,face  treatment,Facial Treatment,Spa,20.84,POS_Restaurant
ITM0759,facial,Facial Treatment,Spa,33.9,POS_Bar
ITM0760, esprso,Espresso,Beverage,90.99,POS_Restaurant
ITM0761,Spag. Bolognese,Spaghetti Bolognese,Food,129.96,POS_Restaurant
ITM0762,Diet Coke 330ml,Coca-Cola 330ml,Beverage,41.39,POS_Bar
ITM0763,Pepsii 500ml,Pepsi 500ml,Beverage,78.92,POS_Bar
ITM0764,RED WINE,House Red Wine (Glass),Beverage,19.63,Manual
ITM0765,Laundry 1 item,Laundry Service (per item),Service,24.74,POS_Restaurant
ITM0766, airport transfer,Airport Transfer One Way,Service,17.3,PMS
ITM0767,Pepsi 50cl,Pepsi 500ml,Beverage,78.56,PMS
ITM0768,SPAGHETTI BOL,Spaghetti Bolognese,Food,135.39,Manual
ITM0769,Cafe  Latte,Latte,Beverage,49.87,POS_Bar
ITM0770,Laundry 1 item,Laundry Service (per item),Service,80.93,POS_Spa
ITM0771,transfer to airport,Airport Transfer One Way,Service,84.45,POS_Spa
ITM0772,ESPRESSO,Espresso,Beverage,115.01,POS_Restaurant
ITM0773,Orange J.,Fresh Orange Juice,Beverage,73.0,POS_Restaurant
ITM0774,beef hamburger,Beef Burger,Food,4.67,POS_Restaurant
ITM0775,mineral water,Still Water 500ml,Beverage,49.8,Manual
ITM0776,Beef Burger,Beef Burger,Food,119.0,POS_Bar
ITM0777,cappuccino,Cappuccino,Beverage,147.09,PMS
ITM0778,mineral water,Still Water 500ml,Beverage,63.2,POS_Spa
ITM0779,cafe latte,Latte,Beverage,6.4,PMS
ITM0780,airprt transfer 1way,Airport Transfer One Way,Service,72.29,Manual
ITM0781,Chocolate Cake,Chocolate Cake,Food,114.23,POS_Bar
ITM0782,Pizza Margherita,Margherita Pizza,Food,138.44,PMS
ITM0783,MARGHERITA PIZZA,Margherita Pizza,Food,102.26,POS_Bar
ITM0784,FACIAL,Facial Treatment,Spa,148.66,POS_Bar
ITM0785,MARGHERITA PIZZA,Margherita Pizza,Food,127.43,POS_Spa
ITM0786,Laundry 1 item,Laundry Service (per item),Service,128.0,POS_Bar
ITM0787,spag bol,Spaghetti Bolognese,Food,110.5,PMS
ITM0788,caffe latte,Latte,Beverage,78.96,POS_Bar
ITM0789,cafe espresso,Espresso,Beverage,2.71,POS_Restaurant
ITM0790,grilled  chicken,Grilled Chicken Breast,Food,88.97,PMS
ITM0791,Coka Cola,Coca-Cola 330ml,Beverage,149.92,POS_Restaurant
ITM0792,cappuccino,Cappuccino,Beverage,97.16,PMS
ITM0793,prkg daily,Underground Parking (per day),Service,143.14,POS_Bar
ITM0794,pepsi cola ,Pepsi 500ml,Beverage,99.57,POS_Restaurant
ITM0795,Swedish 60min,Swedish Massage 60min,Spa,64.05,POS_Restaurant
ITM0796,Club Sandw.,Club Sandwich,Food,3.56,PMS
ITM0797,Sprit 330ml,Sprite 330ml,Beverage,115.26,POS_Bar
ITM0798,CHOC CAKE,Chocolate Cake,Food,41.2,POS_Restaurant
ITM0799,grld chicken,Grilled Chicken Breast,Food,64.37,Manual
ITM0800,underground  parking,Underground Parking (per day),Service,105.07,POS_Restaurant
ITM0801,swedish massage,Swedish Massage 60min,Spa,47.8,PMS
ITM0802,Caeser Salad,Caesar Salad,Food,131.26,POS_Restaurant
ITM0803, draft beer,Local Beer Draft 500ml,Beverage,22.23,POS_Restaurant
ITM0804,draft beer,Local Beer Draft 500ml,Beverage,146.24,POS_Bar
ITM0805,still water,Still Water 500ml,Beverage,76.27,PMS
ITM0806,Pizza Margherita,Margherita Pizza,Food,131.17,POS_Restaurant
ITM0807,fizzy water 500,Sparkling Water 500ml,Beverage,54.76,Manual
ITM0808,SPRITE 330,Sprite 330ml,Beverage,83.71,POS_Bar
ITM0809,Schoko Kuchen,Chocolate Cake,Food,68.69,POS_Restaurant
ITM0810,beef brgr,Beef Burger,Food,120.12,POS_Bar
ITM0811,vino rosso ,House Red Wine (Glass),Beverage,104.46,PMS
ITM0812,CLUB SANDWICH,Club Sandwich,Food,93.48,POS_Restaurant
ITM0813,Expresso,Espresso,Beverage,66.86,POS_Spa
ITM0814,dry cleaning 1pc,Dry Cleaning (per item),Service,97.79,PMS
ITM0815,Chocolate Cake,Chocolate Cake,Food,39.94,PMS
ITM0816, sprkl water,Sparkling Water 500ml,Beverage,3.66,PMS
ITM0817,wine red,House Red Wine (Glass),Beverage,59.64,POS_Restaurant
ITM0818, pepsi 500,Pepsi 500ml,Beverage,92.16,POS_Bar
ITM0819, wine white,House White Wine (Glass),Beverage,114.93,POS_Restaurant
ITM0820,grld chicken,Grilled Chicken Breast,Food,39.82,POS_Restaurant
ITM0821,beef brgr,Beef Burger,Food,146.63,PMS
ITM0822,glass of red wine ,House Red Wine (Glass),Beverage,117.26,POS_Restaurant
ITM0823,choc cake,Chocolate Cake,Food,68.57,POS_Bar
ITM0824,bolognese pasta,Spaghetti Bolognese,Food,130.86,POS_Bar
ITM0825,choc cake,Chocolate Cake,Food,21.82,POS_Spa
ITM0826,face treatment,Facial Treatment,Spa,89.33,POS_Spa
ITM0827,cheese burger,Beef Burger,Food,124.97,POS_Spa
ITM0828,cafe cappuccino,Cappuccino,Beverage,19.97,POS_Restaurant
ITM0829,DT massage 60min,Deep Tissue Massage 60min,Spa,111.87,PMS
ITM0830,French Fries,French Fries,Food,38.13,Manual
ITM0831,vino bianco,House White Wine (Glass),Beverage,113.66,POS_Bar
ITM0832,Club Sandw.,Club Sandwich,Food,94.55,POS_Bar
ITM0833,BURGER,Beef Burger,Food,51.02,POS_Restaurant
ITM0834,glass of red wine,House Red Wine (Glass),Beverage,18.48,POS_Restaurant
ITM0835,PARKING,Underground Parking (per day),Service,93.84,POS_Bar
ITM0836,pollo alla griglia,Grilled Chicken Breast,Food,118.32,POS_Restaurant
ITM0837,H2O 500ml,Still Water 500ml,Beverage,21.14,PMS
ITM0838,ESPRESSO,Espresso,Beverage,105.94,Manual
ITM0839,Swedish 60min ,Swedish Massage 60min,Spa,25.56,POS_Spa
ITM0840,sprite 33cl,Sprite 330ml,Beverage,98.05,POS_Spa
ITM0841,laundry svc,Laundry Service (per item),Service,128.6,POS_Spa
ITM0842,chicken brst grilled,Grilled Chicken Breast,Food,25.56,PMS
ITM0843,chicken brst grilled,Grilled Chicken Breast,Food,8.39,POS_Bar
ITM0844,sparkling water,Sparkling Water 500ml,Beverage,85.82,PMS
ITM0845,LATTE,Latte,Beverage,115.64,POS_Restaurant
ITM0846,red wine,House Red Wine (Glass),Beverage,111.87,PMS
ITM0847,caesar salad,Caesar Salad,Food,66.06,POS_Restaurant
ITM0848,Margherita Pzza,Margherita Pizza,Food,99.23,Manual
ITM0849,wash + iron,Laundry Service (per item),Service,36.15,POS_Bar
ITM0850,1x espresso,Espresso,Beverage,16.37,POS_Bar
ITM0851,club sandwich,Club Sandwich,Food,107.18,PMS
ITM0852,H2O 500ml,Still Water 500ml,Beverage,76.04,POS_Restaurant
ITM0853,PARKING,Underground Parking (per day),Service,105.29,PMS
ITM0854,DT massage 60min,Deep Tissue Massage 60min,Spa,144.56,POS_Restaurant
ITM0855,burger,Beef Burger,Food,9.99,POS_Spa
ITM0856,esprso,Espresso,Beverage,118.09,POS_Spa
ITM0857,Chicken Breast,Grilled Chicken Breast,Food,14.12,POS_Restaurant
ITM0858,SPRITE 330 ,Sprite 330ml,Beverage,11.48,POS_Spa
ITM0859,sprite,Sprite 330ml,Beverage,77.64,Manual
ITM0860,coca-cola 330,Coca-Cola 330ml,Beverage,4.08,POS_Restaurant
ITM0861,Sprite can,Sprite 330ml,Beverage,113.08,Manual
ITM0862,GRILLED CHICKEN,Grilled Chicken Breast,Food,149.15,POS_Bar
ITM0863,Coka Cola ,Coca-Cola 330ml,Beverage,75.46,POS_Restaurant
ITM0864,french fries,French Fries,Food,24.78,PMS
ITM0865,Caeser Salad,Caesar Salad,Food,34.43,Manual
ITM0866,choc cake,Chocolate Cake,Food,143.14,PMS
ITM0867,bolognese pasta,Spaghetti Bolognese,Food,45.24,POS_Spa
ITM0868,Spag. Bolognese,Spaghetti Bolognese,Food,126.96,POS_Bar
ITM0869,white  wine,House White Wine (Glass),Beverage,25.63,PMS
ITM0870,cap.,Cappuccino,Beverage,25.78,Manual
ITM0871, cappuccino,Cappuccino,Beverage,137.19,PMS
ITM0872,Pepsii 500ml,Pepsi 500ml,Beverage,50.78,POS_Bar
ITM0873,spaghetti bolognaise,Spaghetti Bolognese,Food,149.55,POS_Bar
ITM0874,Coca Cola Can ,Coca-Cola 330ml,Beverage,121.76,PMS
ITM0875,Cafe Latte ,Latte,Beverage,9.23,PMS
ITM0876,caffe latte,Latte,Beverage,110.41,POS_Bar
ITM0877,cap.,Cappuccino,Beverage,43.2,POS_Bar
ITM0878,Parking 1 day,Underground Parking (per day),Service,20.02,Manual
ITM0879,spaghetti bolognaise,Spaghetti Bolognese,Food,58.22,POS_Restaurant
ITM0880,red wine glass,House Red Wine (Glass),Beverage,116.24,PMS
ITM0881,FACIAL,Facial Treatment,Spa,80.89,Manual
ITM0882,cafe latte,Latte,Beverage,58.07,POS_Spa
ITM0883,H2O 500ml,Still Water 500ml,Beverage,30.77,POS_Restaurant
ITM0884,FF,French Fries,Food,120.02,POS_Bar
ITM0885,Cafe Latte,Latte,Beverage,147.62,POS_Restaurant
ITM0886,spag bol,Spaghetti Bolognese,Food,20.61,POS_Restaurant
ITM0887,underground parking ,Underground Parking (per day),Service,65.05,PMS
ITM0888,DT massage 60min,Deep Tissue Massage 60min,Spa,146.13,POS_Restaurant
ITM0889, Club SW,Club Sandwich,Food,16.47,POS_Restaurant
ITM0890,laundry  svc,Laundry Service (per item),Service,82.03,POS_Bar
ITM0891,Transfer Airport,Airport Transfer One Way,Service,64.93,PMS
ITM0892,spaghetti bolognaise ,Spaghetti Bolognese,Food,114.48,POS_Bar
ITM0893,laundry svc,Laundry Service (per item),Service,64.68,PMS
ITM0894,Club SW,Club Sandwich,Food,129.56,POS_Spa
ITM0895,Swedish 60min,Swedish Massage 60min,Spa,80.02,POS_Restaurant
ITM0896,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,25.74,POS_Bar
ITM0897,Pepsi Cola 500,Pepsi 500ml,Beverage,32.21,POS_Spa
ITM0898,PEPSI,Pepsi 500ml,Beverage,64.3,POS_Bar
ITM0899,fizzy  water  500,Sparkling Water 500ml,Beverage,3.0,POS_Restaurant
ITM0900,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,17.52,PMS
ITM0901,Beef Burger,Beef Burger,Food,112.05,PMS
ITM0902,Parking p/day,Underground Parking (per day),Service,43.83,PMS
ITM0903,swedish mass. 60,Swedish Massage 60min,Spa,126.64,POS_Restaurant
ITM0904,Beer draft,Local Beer Draft 500ml,Beverage,68.73,PMS
ITM0905,Sparkling 500ml,Sparkling Water 500ml,Beverage,140.59,POS_Restaurant
ITM0906,sprite,Sprite 330ml,Beverage,43.45,POS_Restaurant
ITM0907,Pepsi Cola 500,Pepsi 500ml,Beverage,36.64,POS_Restaurant
ITM0908,BEER,Local Beer Draft 500ml,Beverage,11.82,PMS
ITM0909,esprso,Espresso,Beverage,55.05,POS_Restaurant
ITM0910,FRIES,French Fries,Food,13.2,POS_Spa
ITM0911,spag bol,Spaghetti Bolognese,Food,140.5,POS_Bar
ITM0912,capuccino,Cappuccino,Beverage,8.08,POS_Spa
ITM0913,spaghetti bolognaise ,Spaghetti Bolognese,Food,109.42,POS_Restaurant
ITM0914,Caeser Salad,Caesar Salad,Food,69.05,Manual
ITM0915,Laundry 1 item,Laundry Service (per item),Service,122.46,PMS
ITM0916,FRIES,French Fries,Food,61.75,POS_Spa
ITM0917,CAPPUCCINO,Cappuccino,Beverage,131.03,PMS
ITM0918,laundry svc,Laundry Service (per item),Service,73.93,POS_Bar
ITM0919,Lattee,Latte,Beverage,54.79,POS_Bar
ITM0920,cappucc.,Cappuccino,Beverage,37.72,POS_Bar
ITM0921,white wine,House White Wine (Glass),Beverage,17.27,POS_Bar
ITM0922,beef hamburger,Beef Burger,Food,76.98,PMS
ITM0923,Spagetti Bolognese,Spaghetti Bolognese,Food,44.47,POS_Bar
ITM0924,sprite,Sprite 330ml,Beverage,18.28,PMS
ITM0925,white wine glass,House White Wine (Glass),Beverage,29.27,POS_Restaurant
ITM0926,Spagetti Bolognese,Spaghetti Bolognese,Food,32.38,POS_Spa
ITM0927,Beer draft,Local Beer Draft 500ml,Beverage,61.21,POS_Spa
ITM0928,COCA-COLA,Coca-Cola 330ml,Beverage,19.32,POS_Restaurant
ITM0929,club sandwhich,Club Sandwich,Food,41.5,POS_Restaurant
ITM0930,coke,Coca-Cola 330ml,Beverage,72.25,POS_Restaurant
ITM0931,swedish mass. 60,Swedish Massage 60min,Spa,72.06,PMS
ITM0932,Dry Clean,Dry Cleaning (per item),Service,124.1,POS_Restaurant
ITM0933,massage swedish 60,Swedish Massage 60min,Spa,119.02,POS_Restaurant
ITM0934,Deep Tissue,Deep Tissue Massage 60min,Spa,51.01,POS_Bar
ITM0935,CAESAR SALAD,Caesar Salad,Food,125.67,PMS
ITM0936,CAESAR SALAD,Caesar Salad,Food,65.72,PMS
ITM0937,caesar salad,Caesar Salad,Food,145.68,POS_Restaurant
ITM0938,cappucc.,Cappuccino,Beverage,44.03,PMS
ITM0939,soda water,Sparkling Water 500ml,Beverage,96.49,POS_Restaurant
ITM0940,House Red,House Red Wine (Glass),Beverage,114.77,POS_Bar
ITM0941,beef hamburger,Beef Burger,Food,146.45,Manual
ITM0942,Orange J.,Fresh Orange Juice,Beverage,137.73,PMS
ITM0943,Swedish 60min,Swedish Massage 60min,Spa,3.96,POS_Bar
ITM0944,cheese burger,Beef Burger,Food,149.9,POS_Restaurant
ITM0945,single espresso,Espresso,Beverage,12.82,Manual
ITM0946,Parking p/day,Underground Parking (per day),Service,58.94,POS_Bar
ITM0947,sparkling water,Sparkling Water 500ml,Beverage,58.23,POS_Spa
ITM0948,Sprit 330ml,Sprite 330ml,Beverage,5.26,PMS
ITM0949,CLUB SANDWICH ,Club Sandwich,Food,145.64,POS_Restaurant
ITM0950,OJ,Fresh Orange Juice,Beverage,144.01,POS_Spa
ITM0951,FACIAL,Facial Treatment,Spa,97.07,PMS
ITM0952,spaghetti bolognaise,Spaghetti Bolognese,Food,131.59,POS_Bar
ITM0953,COCA-COLA,Coca-Cola 330ml,Beverage,11.81,POS_Restaurant
ITM0954,espresso,Espresso,Beverage,42.51,PMS
ITM0955,cesar salad,Caesar Salad,Food,43.76,PMS
ITM0956,white wine,House White Wine (Glass),Beverage,124.04,POS_Spa
ITM0957,Pepsi 50cl,Pepsi 500ml,Beverage,32.11,PMS
ITM0958,sprkl water,Sparkling Water 500ml,Beverage,12.1,POS_Restaurant
ITM0959,CAPPUCCINO,Cappuccino,Beverage,28.84,POS_Bar
ITM0960,espresso,Espresso,Beverage,116.2,POS_Bar
ITM0961,lndry service,Laundry Service (per item),Service,42.84,POS_Spa
ITM0962,spaghetti bolognaise,Spaghetti Bolognese,Food,77.61,POS_Restaurant
ITM0963,FRIES,French Fries,Food,84.65,Manual
ITM0964,facial,Facial Treatment,Spa,49.58,PMS
ITM0965,beef brgr,Beef Burger,Food,146.43,PMS
ITM0966,airport trnsf,Airport Transfer One Way,Service,39.69,POS_Restaurant
ITM0967,chocolate ck,Chocolate Cake,Food,38.77,POS_Restaurant
ITM0968, Swedish 60min,Swedish Massage 60min,Spa,118.49,POS_Restaurant
ITM0969, white wine glass,House White Wine (Glass),Beverage,108.59,PMS
ITM0970,Schoko Kuchen,Chocolate Cake,Food,135.4,PMS
ITM0971,massage swedish 60,Swedish Massage 60min,Spa,16.0,POS_Restaurant
ITM0972,drft beer,Local Beer Draft 500ml,Beverage,70.62,POS_Spa
ITM0973,Swdsh Massage 1hr,Swedish Massage 60min,Spa,44.75,PMS
ITM0974,SPARKLING,Sparkling Water 500ml,Beverage,34.14,POS_Spa
ITM0975,Sprit 330ml,Sprite 330ml,Beverage,5.54,POS_Restaurant
ITM0976,COCA-COLA,Coca-Cola 330ml,Beverage,54.17,POS_Spa
ITM0977,wine red,House Red Wine (Glass),Beverage,27.19,POS_Bar
ITM0978,Coca Cola Can,Coca-Cola 330ml,Beverage,120.43,PMS
ITM0979,frsh orange juice,Fresh Orange Juice,Beverage,84.91,POS_Spa
ITM0980,Margarita Pizza,Margherita Pizza,Food,112.71,POS_Restaurant
ITM0981,Ceasar Salad,Caesar Salad,Food,45.09,PMS
ITM0982,Srpite,Sprite 330ml,Beverage,111.98,Manual
ITM0983,caesar salad,Caesar Salad,Food,75.16,PMS
ITM0984,Club SW,Club Sandwich,Food,27.81,POS_Bar
ITM0985,wash + iron,Laundry Service (per item),Service,13.05,PMS
ITM0986,underground parking,Underground Parking (per day),Service,30.67,PMS
ITM0987,ORANGE JUICE,Fresh Orange Juice,Beverage,27.92,PMS
ITM0988, Club SW,Club Sandwich,Food,130.86,PMS
ITM0989,mineral water,Still Water 500ml,Beverage,135.96,POS_Spa
ITM0990,San Pellegrino 500ml,Still Water 500ml,Beverage,22.85,POS_Spa
ITM0991,Laundry 1 item,Laundry Service (per item),Service,126.07,POS_Bar
ITM0992,laundry ,Laundry Service (per item),Service,105.14,POS_Bar
ITM0993,LAUNDRY,Laundry Service (per item),Service,147.45,POS_Bar
ITM0994,hse red wine,House Red Wine (Glass),Beverage,100.51,POS_Restaurant
ITM0995,Cafe Latte,Latte,Beverage,126.36,POS_Spa
ITM0996,French Fries,French Fries,Food,116.67,POS_Restaurant
ITM0997,Sparkling 500ml,Sparkling Water 500ml,Beverage,120.08,POS_Bar
ITM0998,dry cln,Dry Cleaning (per item),Service,145.76,PMS
ITM0999, caffe latte,Latte,Beverage,4.11,PMS
ITM1000,latte,Latte,Beverage,112.13,PMS
ITM1001,SWEDISH MASSAGE,Swedish Massage 60min,Spa,149.01,POS_Spa
ITM1002,caesar salad,Caesar Salad,Food,11.12,Manual
ITM1003,bolognese pasta,Spaghetti Bolognese,Food,95.91,POS_Restaurant
ITM1004,cafe latte,Latte,Beverage,13.54,Manual
ITM1005,wine white,House White Wine (Glass),Beverage,144.65,POS_Spa
ITM1006,hse red wine,House Red Wine (Glass),Beverage,73.62,PMS
ITM1007,peps 500ml,Pepsi 500ml,Beverage,61.51,PMS
ITM1008,orange juice,Fresh Orange Juice,Beverage,21.83,PMS
ITM1009,House Red,House Red Wine (Glass),Beverage,13.92,PMS
ITM1010,cesar salad,Caesar Salad,Food,89.33,PMS
ITM1011,latte,Latte,Beverage,66.64,POS_Restaurant
ITM1012,Deep Tissue,Deep Tissue Massage 60min,Spa,89.14,PMS
ITM1013,lndry service ,Laundry Service (per item),Service,61.78,POS_Restaurant
ITM1014,pollo alla griglia,Grilled Chicken Breast,Food,36.67,PMS
ITM1015,parking,Underground Parking (per day),Service,21.66,POS_Restaurant
ITM1016,SPAGHETTI BOL,Spaghetti Bolognese,Food,143.83,POS_Restaurant
ITM1017,laundry per piece,Laundry Service (per item),Service,95.31,PMS
ITM1018,House White,House White Wine (Glass),Beverage,36.74,PMS
ITM1019,Water,Still Water 500ml,Beverage,111.92,POS_Spa
ITM1020,capuccino,Cappuccino,Beverage,78.21,POS_Spa
ITM1021,Cafe Latte,Latte,Beverage,16.78,POS_Spa
ITM1022,facial,Facial Treatment,Spa,50.84,POS_Restaurant
ITM1023,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,43.67,PMS
ITM1024,San Pellegrino 500ml,Still Water 500ml,Beverage,15.16,POS_Bar
ITM1025,Cappucino,Cappuccino,Beverage,37.54,POS_Restaurant
ITM1026,Swdsh Massage 1hr,Swedish Massage 60min,Spa,148.25,Manual
ITM1027,Parking p/day,Underground Parking (per day),Service,49.39,POS_Spa
ITM1028,airport trnsf,Airport Transfer One Way,Service,130.48,POS_Restaurant
ITM1029,Cappucino,Cappuccino,Beverage,138.81,PMS
ITM1030,white wine,House White Wine (Glass),Beverage,55.96,PMS
ITM1031,Lattee,Latte,Beverage,24.8,POS_Restaurant
ITM1032,Parking 1 day,Underground Parking (per day),Service,104.07,PMS
ITM1033, Coca Cola Can,Coca-Cola 330ml,Beverage,69.47,POS_Restaurant
ITM1034,choc cake,Chocolate Cake,Food,91.94,POS_Restaurant
ITM1035,Pepsi Cola 500,Pepsi 500ml,Beverage,91.55,POS_Bar
ITM1036,Pepsi 50cl,Pepsi 500ml,Beverage,17.72,Manual
ITM1037,Parking p/day,Underground Parking (per day),Service,25.63,POS_Spa
ITM1038,Expresso,Espresso,Beverage,16.08,POS_Spa
ITM1039,ESPRESSO,Espresso,Beverage,65.43,POS_Restaurant
ITM1040,Water,Still Water 500ml,Beverage,40.26,POS_Bar
ITM1041,Srpite,Sprite 330ml,Beverage,126.05,POS_Bar
ITM1042,SPAGHETTI BOL,Spaghetti Bolognese,Food,64.83,POS_Bar
ITM1043,transfer  to  airport,Airport Transfer One Way,Service,58.8,Manual
ITM1044,Ceasar Salad,Caesar Salad,Food,10.86,POS_Spa
ITM1045,Ceasar Salad,Caesar Salad,Food,126.74,PMS
ITM1046,Ceasar Salad,Caesar Salad,Food,60.31,POS_Spa
ITM1047,Swdsh Massage 1hr,Swedish Massage 60min,Spa,7.9,PMS
ITM1048,vino bianco,House White Wine (Glass),Beverage,108.81,POS_Restaurant
ITM1049,french  fries,French Fries,Food,48.72,POS_Restaurant
ITM1050,beef brgr,Beef Burger,Food,65.46,Manual
ITM1051,Pizza Margherita,Margherita Pizza,Food,91.81,POS_Restaurant
ITM1052,cappuccino,Cappuccino,Beverage,110.65,Manual
ITM1053,GRILLED CHICKEN ,Grilled Chicken Breast,Food,77.99,POS_Bar
ITM1054,espresso,Espresso,Beverage,96.35,POS_Bar
ITM1055,Beer draft,Local Beer Draft 500ml,Beverage,60.4,POS_Restaurant
ITM1056,LATTE,Latte,Beverage,16.09,POS_Bar
ITM1057,cafe cappuccino,Cappuccino,Beverage,62.53,POS_Restaurant
ITM1058,SPAGHETTI BOL,Spaghetti Bolognese,Food,44.89,POS_Restaurant
ITM1059,Spag.  Bolognese,Spaghetti Bolognese,Food,59.26,PMS
ITM1060,Chicken Breast,Grilled Chicken Breast,Food,20.48,POS_Restaurant
ITM1061,local beer,Local Beer Draft 500ml,Beverage,70.49,POS_Restaurant
ITM1062,BURGER,Beef Burger,Food,32.37,PMS
ITM1063,SPARKLING,Sparkling Water 500ml,Beverage,29.55,Manual
ITM1064,espresso,Espresso,Beverage,105.0,PMS
ITM1065,parking,Underground Parking (per day),Service,16.07,POS_Restaurant
ITM1066,facial,Facial Treatment,Spa,97.34,POS_Spa
ITM1067,wine red,House Red Wine (Glass),Beverage,30.08,Manual
ITM1068,sprkl water ,Sparkling Water 500ml,Beverage,101.41,POS_Restaurant
ITM1069,Chicken Breast,Grilled Chicken Breast,Food,5.93,POS_Restaurant
ITM1070,LAUNDRY,Laundry Service (per item),Service,77.63,POS_Spa
ITM1071,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,14.19,PMS
ITM1072,Diet Coke 330ml,Coca-Cola 330ml,Beverage,32.74,POS_Restaurant
ITM1073,capuccino,Cappuccino,Beverage,29.72,POS_Spa
ITM1074, parking,Underground Parking (per day),Service,138.12,PMS
ITM1075,water 500ml,Still Water 500ml,Beverage,88.64,POS_Restaurant
ITM1076,FACIAL,Facial Treatment,Spa,20.04,POS_Spa
ITM1077,dry cleaning 1pc,Dry Cleaning (per item),Service,147.62,POS_Bar
ITM1078,PARKING,Underground Parking (per day),Service,110.75,POS_Bar
ITM1079, massage swedish 60,Swedish Massage 60min,Spa,70.55,PMS
ITM1080,Margarita Pizza,Margherita Pizza,Food,142.63,PMS
ITM1081,frsh orange juice,Fresh Orange Juice,Beverage,42.96,PMS
ITM1082,FACIAL,Facial Treatment,Spa,127.34,Manual
ITM1083,Swedish 60min,Swedish Massage 60min,Spa,51.47,PMS
ITM1084,pepsi cola,Pepsi 500ml,Beverage,145.3,POS_Restaurant
ITM1085,Margherita Pzza,Margherita Pizza,Food,128.52,POS_Bar
ITM1086,Pepsii 500ml,Pepsi 500ml,Beverage,91.88,POS_Bar
ITM1087, grilled chicken,Grilled Chicken Breast,Food,23.77,POS_Bar
ITM1088,Water,Still Water 500ml,Beverage,70.12,Manual
ITM1089,draught beer,Local Beer Draft 500ml,Beverage,105.71,POS_Spa
ITM1090,SPAGHETTI BOL,Spaghetti Bolognese,Food,36.66,POS_Bar
ITM1091,CLUB SANDWICH,Club Sandwich,Food,15.74,PMS
ITM1092,GRILLED CHICKEN,Grilled Chicken Breast,Food,76.47,Manual
ITM1093,Beef Burger ,Beef Burger,Food,66.71,POS_Bar
ITM1094,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,80.3,PMS
ITM1095,latte,Latte,Beverage,128.2,POS_Restaurant
ITM1096,FRIES,French Fries,Food,13.63,POS_Spa
ITM1097,House Red,House Red Wine (Glass),Beverage,5.72,POS_Restaurant
ITM1098,Deep  Tissue,Deep Tissue Massage 60min,Spa,56.63,POS_Bar
ITM1099,airprt transfer 1way,Airport Transfer One Way,Service,118.83,POS_Restaurant
ITM1100,french fries ,French Fries,Food,75.97,POS_Bar
ITM1101,latte,Latte,Beverage,30.02,PMS
ITM1102,fresh OJ,Fresh Orange Juice,Beverage,72.46,POS_Bar
ITM1103,LAUNDRY,Laundry Service (per item),Service,74.09,POS_Restaurant
ITM1104,Lattee,Latte,Beverage,22.5,POS_Bar
ITM1105,caesar salad,Caesar Salad,Food,10.27,POS_Restaurant
ITM1106,Lattee,Latte,Beverage,109.77,PMS
ITM1107,swedish mass. 60,Swedish Massage 60min,Spa,40.3,POS_Bar
ITM1108,Diet Coke 330ml,Coca-Cola 330ml,Beverage,140.83,POS_Bar
ITM1109,sprkl water,Sparkling Water 500ml,Beverage,86.4,Manual
ITM1110,coca-cola 330,Coca-Cola 330ml,Beverage,2.58,PMS
ITM1111,skin facial,Facial Treatment,Spa,31.88,POS_Restaurant
ITM1112,Transfer Airport,Airport Transfer One Way,Service,145.18,PMS
ITM1113,DEEP TISSUE MASSAGE,Deep Tissue Massage 60min,Spa,63.02,PMS
ITM1114,LATTE,Latte,Beverage,143.59,POS_Restaurant
ITM1115,Orange  J.,Fresh Orange Juice,Beverage,19.21,POS_Restaurant
ITM1116,H2O 500ml,Still Water 500ml,Beverage,51.53,POS_Spa
ITM1117,club sandwhich,Club Sandwich,Food,100.37,POS_Restaurant
ITM1118,Margherita Pzza ,Margherita Pizza,Food,103.18,PMS
ITM1119,frsh orange juice,Fresh Orange Juice,Beverage,75.6,POS_Bar
ITM1120,draft beer,Local Beer Draft 500ml,Beverage,49.71,POS_Spa
ITM1121,facial treatmnt,Facial Treatment,Spa,74.1,POS_Bar
ITM1122,Transfer Airport,Airport Transfer One Way,Service,72.94,Manual
ITM1123,wash + iron,Laundry Service (per item),Service,127.71,POS_Bar
ITM1124,lndry service,Laundry Service (per item),Service,130.54,POS_Restaurant
ITM1125,beef brgr,Beef Burger,Food,123.88,Manual
