invoice_id,date,description,amount,currency,room_number,category_true
INV02291,2025-04-12,Yoga class - private session 90min,331.91,USD,230,Spa & Wellness
INV02292,2025-06-12,"MB 290: 2 water, 1 coke, peanuts",57.34,EUR,293,Food & Beverage - Minibar
INV02293,2025-12-25,Crib rental - 1 nights,115.97,EUR,314,Room Charges
INV02294,2024-12-05,Express laundry same day - 1 items,39.77,EUR,511,Laundry & Housekeeping
INV02295,2025-07-24,Housekeeping extra cleaning request,42.43,EUR,140,Laundry & Housekeeping
INV02296,2024-01-07,Cheese platter + glass of wine,13.13,EUR,106,Food & Beverage - Restaurant
INV02297,2025-06-09,Projector + screen rental,1595.64,EUR,443,Events & Meetings
INV02298,2025-12-17,Express laundry same day - 7 items,43.81,EUR,400,Laundry & Housekeeping
INV02299,2024-01-25,Minibar consumption Room 255,35.86,USD,229,Food & Beverage - Minibar
INV02300,2024-11-24,Room 346: breakfast in bed - full english,59.44,USD,296,Food & Beverage - Room Service
INV02301,2025-04-04,Late checkout fee - Room 233,181.68,USD,115,Room Charges
INV02302,2025-11-27,Night RS 442: cheese toastie + tea,45.49,EUR,203,Food & Beverage - Room Service
INV02303,2024-09-04,Projector + screen rental,1946.71,USD,250,Events & Meetings
INV02304,2025-07-10,Housekeeping extra cleaning request,72.07,EUR,468,Laundry & Housekeeping
INV02305,2025-03-10,Room 391: breakfast in be d- full english,65.54,USD,373,Food & Beverage - Room Service
INV02306,2024-04-07,Couples spa package: massage + facial,218.88,EUR,379,Spa & Wellness
INV02307,2025-07-29,Steak medium rare with mashed potatoes,38.82,USD,440,Food & Beverage - Restaurant
INV02308,2025-03-10,Crib rental - 2 nights,102.04,USD,401,Room Charges
INV02309,2025-07-04,Airport transfer - one way,32.63,USD,414,Transportation
INV02310,2024-04-09,Mini bar: 2 soft drinks + nsacks,18.78,EUR,468,Food & Beverage - Minibar
INV02311,2025-05-22,Dry cleaning: 4 suits,15.09,GBP,160,Laundry & Housekeeping
INV02312,2024-06-06,Meeting room: half day + coffee break,1698.15,EUR,400,Events & Meetings
INV02313,2025-11-23,Yoga class - private session 30min,273.66,EUR,396,Spa & Wellness
INV02314,2024-05-22,RS #349: continental breakfast,28.81,USD,247,Food & Beverage - Room Service
INV02315,2024-02-15,Lunch set menu: soup + main + dessert,114.62,EUR,477,Food & Beverage - Restaurant
INV02316,2024-12-11,Dinner: grilled salmon with vegetables,19.74,EUR,400,Food & Beverage - Restaurant
INV02317,2025-02-09,Steak medium rare with mashed potatoes,86.0,USD,381,Food & Beverage - Restaurant
INV02318,2024-12-13,Extra bed added to Room 417,47.84,USD,485,Room Charges
INV02319,2025-06-02,2x espresso + 1 croissant,39.03,EUR,454,Food & Beverage - Restaurant
INV02320,2025-07-26,Late checkout fee - Room 298,62.02,EUR,471,Room Charges
INV02321,2024-03-13,Flipchart + markers + whitebaord,474.87,EUR,473,Events & Meetings
INV02322,2024-08-22,Kids meal: chicken nuggets + juice,38.1,USD,185,Food & Beverage - Restaurant
INV02323,2024-11-10,Dry cleaning: 1 suits,43.24,EUR,503,Laundry & Housekeeping
INV02324,2025-03-12,ROOM SERVICE ORDER #242: BURGER + FRIES + COKE,79.55,EUR,370,Food & Beverage - Room Service
INV02325,2025-02-05,Room damage chagre - broken lamp,68.75,EUR,247,Room Charges
INV02326,2024-10-24,"MB: 3x juice, chocolate bar",26.17,EUR,511,Food & Beverage - Minibar
INV02327,2025-09-21,Bicycle rental 4 hours,20.02,GBP,448,Transportation
INV02328,2024-10-20,Mini bar: 1 soft drinks + snacks,60.91,USD,483,Food & Beverage - Minibar
INV02329,2024-08-02,wedding package deposit,1826.91,EUR,316,Events & Meetings
INV02330,2024-03-05,Airport transfer - one way,25.32,GBP,322,Transportation
INV02331,2024-05-11,Body scrub + wrap treatment,199.42,GBP,293,Spa & Wellness
INV02332,2025-03-05,Minibar 151: whisky miniature + mixer,35.59,EUR,228,Food & Beverage - Minibar
INV02333,2024-05-20,Housekeeping extra cleaning request,44.46,EUR,169,Laundry & Housekeeping
INV02334,2025-08-30,Wedding package deposit,1778.83,EUR,179,Events & Meetings
INV02335,2024-09-25,"Minibar: 5x beer, 1x wine, chips",22.41,EUR,479,Food & Beverage - Minibar
INV02336,2025-06-04,Turndown service + extra towels,27.31,USD,453,Laundry & Housekeeping
INV02337,2024-03-14,kids meal: chicken nuggets + juice,68.66,EUR,446,Food & Beverage - Restaurant
INV02338,2024-09-11,Meeting room: half day + coffee break,361.49,EUR,326,Events & Meetings
INV02339,2025-05-18,MINIBAR 184: WHISKY MINIATURE + MIXER,45.12,USD,419,Food & Beverage - Minibar
INV02340,2024-08-14,Projectro + screen rental,108.94,USD,384,Events & Meetings
INV02341,2025-04-11,Room 516: breakfast in bed - full english,79.11,USD,317,Food & Beverage - Room Service
INV02342,2024-08-20,MANICURE + PEDICURE COMBO,132.29,USD,183,Spa & Wellness
INV02343,2024-07-06,Sushi platter 12 pcs,41.43,EUR,314,Food & Beverage - Restaurant
INV02344,2024-08-31,Room service: salad + coffee - Room 311,84.55,EUR,124,Food & Beverage - Room Service
INV02345,2025-01-29,Breakfast buffet - 4 guests,100.32,EUR,500,Food & Beverage - Restaurant
INV02346,2025-06-23,AIRPORT SHUTTLE ROUND TRIP,138.4,EUR,144,Transportation
INV02347,2025-07-03,Couples spa package: massage + facial,186.11,USD,456,Spa & Wellness
INV02348,2025-09-22,Spa treatment - Swedish massage 120min,203.14,EUR,149,Spa & Wellness
INV02349,2024-11-19,Pasta carbonara + garlic bread,15.78,EUR,126,Food & Beverage - Restaurant
INV02350,2024-08-01,Ironing service - 4 pieces,18.77,GBP,206,Laundry & Housekeeping
INV02351,2024-04-04,Flipchart + markers + whiteboard,1164.87,EUR,135,Events & Meetings
INV02352,2025-08-16,Sushi platter 12 pcs,72.02,EUR,381,Food & Beverage - Restaurant
INV02353,2025-07-03,Caesar salad + sparkling water,50.24,EUR,509,Food & Beverage - Restaurant
INV02354,2025-11-01,Night RS 474: cheese toastie + tea,89.43,EUR,466,Food & Beverage - Room Service
INV02355,2025-02-05,2x espresso + 1 croissant,67.23,USD,154,Food & Beverage - Restaurant
INV02356,2025-11-22,Dry cleaning: 1 suits,21.55,USD,286,Laundry & Housekeeping
INV02357,2025-08-26,"Laundry: 1x shirts, 2x pants",55.89,EUR,454,Laundry & Housekeeping
INV02358,2024-12-18,Room service order #398: burger + fries + coke,80.91,GBP,432,Food & Beverage - Room Service
INV02359,2025-01-26,CONFERENCE ROOM RENTAL - 45H,1071.16,EUR,378,Events & Meetings
INV02360,2024-01-22,Projector + screen rental,580.49,USD,374,Events & Meetings
INV02361,2024-07-04,Valet parking - 7 nights,143.82,EUR,429,Transportation
INV02362,2025-04-13,Room 177 - late night snack + minibar,57.74,EUR,348,Food & Beverage - Room Service
INV02363,2025-08-16,"MB: 1x ujice, chocolate bar",56.48,USD,256,Food & Beverage - Minibar
INV02364,2025-11-25,RS #459: continental breakfast,92.05,USD,419,Food & Beverage - Room Service
INV02365,2024-07-15,2x espresso + 1 croissant,48.1,EUR,429,Food & Beverage - Restaurant
INV02366,2024-01-07,Room damage charge - broken lamp,139.01,EUR,200,Room Charges
INV02367,2024-06-04,Conference room rental - 30h,1266.21,EUR,433,Events & Meetings
INV02368,2025-08-08,Mini abr: 6 soft drinks + snacks,33.53,USD,275,Food & Beverage - Minibar
INV02369,2025-06-11,Housekeeping extra cleaning request,34.09,USD,383,Laundry & Housekeeping
INV02370,2025-05-18,Yoga class - private session 60min,68.67,EUR,517,Spa & Wellness
INV02371,2024-10-18,Room 349 - late night snack + minibar,42.52,EUR,426,Food & Beverage - Room Service
INV02372,2024-07-06,Confernece room rental - 120h,1314.47,EUR,405,Events & Meetings
INV02373,2024-10-19,Yoga class - private session 45min,140.95,EUR,362,Spa & Wellness
INV02374,2025-11-12,"MB 43:6 2 water, 1 coke, peanuts",19.7,EUR,445,Food & Beverage - Minibar
INV02375,2024-03-22,Extra bed added to Room 374,103.23,EUR,193,Room Charges
INV02376,2024-05-22,Airport shuttle round trip,237.74,USD,467,Transportation
INV02377,2025-06-14,Housekeeping extra cleaning request,70.19,EUR,498,Laundry & Housekeeping
INV02378,2025-02-15,Mini bar: 6 soft drinks + snacks,12.9,USD,503,Food & Beverage - Minibar
INV02379,2025-09-17,Turndown service + extra towels,8.77,USD,402,Laundry & Housekeeping
INV02380,2025-06-16,Breakfast buffet - 6 guests,87.56,EUR,398,Food & Beverage - Restaurant
INV02381,2025-01-13,Valet parking -  7nights,51.81,EUR,486,Transportation
INV02382,2025-09-22,Cheese platter + glass of wine,27.76,EUR,176,Food & Beverage - Restaurant
INV02383,2025-07-11,Pasta carbonara + garlic bread,56.36,EUR,495,Food & Beverage - Restaurant
INV02384,2024-09-06,room service: sandwich + sprite - room 333,23.79,EUR,313,Food & Beverage - Room Service
INV02385,2025-04-27,Airport transfer - one way,201.78,EUR,354,Transportation
INV02386,2024-11-14,Caesar salad + sparkling water,114.62,EUR,421,Food & Beverage - Restaurant
INV02387,2025-12-08,Body scrub + wrap treatment,309.57,USD,285,Spa & Wellness
INV02388,2025-07-17,LIMO SERVICE TO AIRPORT,185.79,USD,129,Transportation
INV02389,2024-09-29,Airport shuttle round trip,132.26,EUR,159,Transportation
INV02390,2024-04-09,Room safe deposit box,42.48,EUR,124,Room Charges
INV02391,2025-03-06,Airport shuttle round trip,187.44,EUR,226,Transportation
INV02392,2025-01-04,BUSINESS CENTER: PRINTING 5 PAGES + SCANNING,1736.75,EUR,381,Events & Meetings
INV02393,2025-01-06,Club sandwich + french fries + wine,112.96,GBP,270,Food & Beverage - Restaurant
INV02394,2025-04-22,Airport shuttle round trip,213.91,EUR,515,Transportation
INV02395,2024-02-05,Turndown service + extra towels,40.72,USD,518,Laundry & Housekeeping
INV02396,2024-09-06,Thai green curry with jasmine rice,104.88,EUR,151,Food & Beverage - Restaurant
INV02397,2024-07-17,Room upgrade: Standard to Deluxe,102.56,EUR,382,Room Charges
INV02398,2025-12-23,Room service: sandwich + juice - Room 101,18.01,EUR,407,Food & Beverage - Room Service
INV02399,2024-01-21,Dry cleaning: 5 suits,38.2,EUR,108,Laundry & Housekeeping
INV02400,2024-12-22,deep tissue massage 120 minutes,222.23,EUR,206,Spa & Wellness
INV02401,2025-01-18,Conference room rental - 45h,55.94,EUR,121,Events & Meetings
INV02402,2024-06-15,RS #233: continental breakfast,19.76,USD,252,Food & Beverage - Room Service
INV02403,2024-04-17,Parking 2 days - underground,107.09,EUR,237,Transportation
INV02404,2024-06-15,Spa day pass - pool + sauna + hammam,188.36,USD,436,Spa & Wellness
INV02405,2024-08-28,Burger deluxe + onion rings + coffee,27.05,EUR,300,Food & Beverage - Restaurant
INV02406,2025-03-06,Room service: pasta + juice - Room 298,62.79,EUR,485,Food & Beverage - Room Service
INV02407,2024-03-29,Night RS 232: cheese toastie + tea,28.0,USD,180,Food & Beverage - Room Service
INV02408,2024-11-27,Laundry serviec - 2 items express,50.37,EUR,206,Laundry & Housekeeping
INV02409,2024-08-12,Parking 4 days - underground,224.17,EUR,373,Transportation
INV02410,2025-03-12,Room sfae deposit box,73.9,EUR,485,Room Charges
INV02411,2025-01-18,caesar salad + sparkling water,16.1,EUR,207,Food & Beverage - Restaurant
INV02412,2025-08-25,Room service: soup + sprite - Room 495,94.85,EUR,167,Food & Beverage - Room Service
INV02413,2025-07-31,Yoga class - private session 30min,53.69,EUR,476,Spa & Wellness
INV02414,2025-03-29,Aromatherapy session 60min,113.56,EUR,318,Spa & Wellness
INV02415,2024-11-09,Pasta carbonara + garlic bread,109.99,EUR,245,Food & Beverage - Restaurant
INV02416,2024-11-20,Taxi arrangement to city center,159.58,USD,120,Transportation
INV02417,2025-09-11,Body scrub + wrap treatment,296.68,EUR,161,Spa & Wellness
INV02418,2025-12-12,Club sandwich + french fries + coke,61.18,EUR,312,Food & Beverage - Restaurant
INV02419,2025-08-27,RS #277: continental breakfast,86.07,USD,504,Food & Beverage - Room Service
INV02420,2025-10-22,Minibar 234: whisky miniature + mixer,15.32,EUR,315,Food & Beverage - Minibar
INV02421,2024-03-30,Turndown service + extra towels,69.46,USD,451,Laundry & Housekeeping
INV02422,2025-09-20,Minibar consumption Room 509,16.24,EUR,306,Food & Beverage - Minibar
INV02423,2025-05-19,Meeting room: half day + coffee break,336.16,USD,109,Events & Meetings
INV02424,2025-09-01,Bicycle rental 3 hours,216.85,EUR,512,Transportation
INV02425,2024-08-12,Thai green curry with jasmine rice,42.58,USD,493,Food & Beverage - Restaurant
INV02426,2024-09-07,Airport transfer - one way,75.25,EUR,379,Transportation
INV02427,2024-06-06,Ironing service - 1 pieces,63.12,EUR,393,Laundry & Housekeeping
INV02428,2024-08-14,Meeting room: half day + coffee break,1186.41,USD,395,Events & Meetings
INV02429,2025-09-25,Minibar restock + consumption Rm124,45.64,EUR,152,Food & Beverage - Minibar
INV02430,2024-03-30,aromatherapy session 60min,211.0,EUR,189,Spa & Wellness
INV02431,2025-09-23,Meeting room: half day + coffee break,1167.66,EUR,455,Events & Meetings
INV02432,2025-03-04,Thai green curry with jasmine rice,23.13,EUR,510,Food & Beverage - Restaurant
INV02433,2025-11-19,Minibar consumption Room 392,43.27,EUR,107,Food & Beverage - Minibar
INV02434,2025-01-24,Express laundry same day - 5 items,74.29,EUR,118,Laundry & Housekeeping
INV02435,2025-07-24,Deep tissue massage 45 minutes,88.26,EUR,214,Spa & Wellness
INV02436,2025-09-28,Laundry service - 2 items express,75.7,EUR,376,Laundry & Housekeeping
INV02437,2024-09-21,"Laundyr: 5x shirts, 1x pants",76.53,USD,241,Laundry & Housekeeping
INV02438,2025-01-30,Room 103 - late night snack + minibar,23.44,EUR,138,Food & Beverage - Room Service
INV02439,2024-02-20,Mini bar: 7 soft drinks + snacks,34.98,EUR,340,Food & Beverage - Minibar
INV02440,2025-04-11,Dry cleainng: 3 suits,48.77,EUR,458,Laundry & Housekeeping
INV02441,2025-07-26,Extra bed added to Room 343,197.79,EUR,187,Room Charges
INV02442,2025-04-04,av equipment rental full day,1753.71,EUR,325,Events & Meetings
INV02443,2025-08-21,Turndown service + extra towels,53.01,EUR,206,Laundry & Housekeeping
INV02444,2024-03-16,Late checkout fee - Room 347,110.08,EUR,517,Room Charges
INV02445,2024-09-26,Express laundry same day - 5 items,51.84,GBP,144,Laundry & Housekeeping
INV02446,2025-03-28,Extra bed added to Room 408,185.59,EUR,338,Room Charges
INV02447,2025-05-01,Meeting room: half day + coffee break,228.26,USD,352,Events & Meetings
INV02448,2024-09-02,Yoga class - private session 30min,164.12,GBP,265,Spa & Wellness
INV02449,2024-05-17,Room safe deposit box,37.24,EUR,197,Room Charges
INV02450,2024-02-26,Facial treatment - anti aging premium,154.23,USD,190,Spa & Wellness
INV02451,2024-11-08,Facial treatment - anti aging premium,313.43,EUR,221,Spa & Wellness
INV02452,2024-05-15,Night RS 107: cheese toastie + tea,71.27,EUR,357,Food & Beverage - Room Service
INV02453,2025-04-17,Late checkout fee - Room 315,150.66,EUR,366,Room Charges
INV02454,2024-11-16,Flipchart + markers + whiteboard,139.01,EUR,381,Events & Meetings
INV02455,2024-07-16,Aromatherapy session 90min,160.24,EUR,337,Spa & Wellness
INV02456,2024-09-01,RS: 2x club sandwich delivered to 278,44.05,USD,123,Food & Beverage - Room Service
INV02457,2025-10-10,Early check-in surcharge,117.87,GBP,269,Room Charges
INV02458,2025-11-25,Room damaeg charge - broken lamp,157.63,EUR,446,Room Charges
INV02459,2024-06-08,Late checkout fee - Room 356,192.74,USD,122,Room Charges
INV02460,2024-09-28,CLUB SANDWICH + FRENCH FRIES + TEA,67.51,USD,369,Food & Beverage - Restaurant
INV02461,2025-06-15,Lunch set menu: soup + main + dessert,16.82,EUR,404,Food & Beverage - Restaurant
INV02462,2025-06-21,RS: 2x club sandwich delivered to 372,85.69,EUR,399,Food & Beverage - Room Service
INV02463,2024-06-13,Laundry service - 1 items express,48.5,USD,180,Laundry & Housekeeping
INV02464,2025-09-01,"MB 519: 2 water, 1 coke, peanuts",57.49,EUR,316,Food & Beverage - Minibar
INV02465,2024-08-09,Rollaway bed - 6 nights,142.89,EUR,270,Room Charges
INV02466,2024-03-08,sushi platter 12 pcs,33.93,EUR,241,Food & Beverage - Restaurant
INV02467,2025-08-09,Parking 1 days - underground,199.88,EUR,365,Transportation
INV02468,2024-05-20,"Laundry: 3x shirst, 1x pants",73.64,EUR,107,Laundry & Housekeeping
INV02469,2024-11-03,Sushi platter 12 pcs,115.21,EUR,514,Food & Beverage - Restaurant
INV02470,2024-03-19,Aromatherapy session 45min,181.45,EUR,232,Spa & Wellness
INV02471,2025-05-21,Pizza Margherita + tea,36.68,EUR,438,Food & Beverage - Restaurant
INV02472,2025-10-27,Bicycle rental 6 hours,166.37,EUR,224,Transportation
INV02473,2024-10-25,Valet parking - 2 nights,57.7,EUR,206,Transportation
INV02474,2024-01-26,Couples spa package: massage + facial,180.09,USD,484,Spa & Wellness
INV02475,2024-12-27,Hot stone massage - 30 min session,318.77,EUR,394,Spa & Wellness
INV02476,2025-08-28,Night RS 431: cheese toastie + tea,88.39,EUR,171,Food & Beverage - Room Service
INV02477,2025-03-29,Thai green curry with jasmine rice,110.26,USD,157,Food & Beverage - Restaurant
INV02478,2024-10-27,Aromatherapy session 60min,64.84,USD,154,Spa & Wellness
INV02479,2025-07-02,Late checkout fee - Room 253,126.24,EUR,479,Room Charges
INV02480,2024-07-11,Car rental arrangement - 2 days,17.79,EUR,329,Transportation
INV02481,2025-04-10,Clu bsandwich + french fries + coffee,85.54,EUR,258,Food & Beverage - Restaurant
INV02482,2024-04-23,Club sandwich + french fries + sprite,117.9,USD,345,Food & Beverage - Restaurant
INV02483,2024-08-20,TAXI ARRANGEMENT TO CITY CENTER,89.13,EUR,319,Transportation
INV02484,2024-12-15,Burger deluxe + onion rings + tea,107.38,USD,281,Food & Beverage - Restaurant
INV02485,2024-04-18,Aromatherapy session 90min,142.49,EUR,460,Spa & Wellness
INV02486,2024-08-02,Bicycle rental 7 hours,150.57,EUR,251,Transportation
INV02487,2024-04-04,Flipchart + markers + whiteboard,1644.23,EUR,444,Events & Meetings
INV02488,2025-02-10,Spa treatment - Swedish massage 45min,314.06,EUR,170,Spa & Wellness
INV02489,2024-03-28,Deep tissue massage 30 minutes,302.2,EUR,307,Spa & Wellness
INV02490,2025-03-14,Flipchart + markers + whiteboard,1802.88,GBP,338,Events & Meetings
INV02491,2024-09-26,Minibar consumption Room 290,36.89,USD,393,Food & Beverage - Minibar
INV02492,2025-10-25,Turndown service + extra towels,70.45,EUR,115,Laundry & Housekeeping
INV02493,2024-08-14,Thai green curry with jasmine rice,98.95,EUR,109,Food & Beverage - Restaurant
INV02494,2025-02-16,Couples spa package: massage + facial,180.94,EUR,267,Spa & Wellness
INV02495,2025-10-14,Spa day pass - pool + sauna + hammam,153.87,EUR,158,Spa & Wellness
INV02496,2025-10-21,Crib rental - 4 nights,125.92,EUR,419,Room Charges
INV02497,2025-04-14,Suhsi platter 12 pcs,111.81,EUR,386,Food & Beverage - Restaurant
INV02498,2024-08-12,Turndown service + extra towels,8.22,EUR,269,Laundry & Housekeeping
INV02499,2024-05-09,Event space: cocktail reception 5 guests,157.27,USD,397,Events & Meetings
INV02500,2024-10-27,Deep tissue massage 45 minutes,245.67,EUR,313,Spa & Wellness
INV02501,2024-05-09,Spa treatment - Swedish massage 120min,120.13,EUR,511,Spa & Wellness
INV02502,2024-08-18,FACIAL TREATMENT - ANTI AGING PREMIUM,311.32,EUR,345,Spa & Wellness
INV02503,2024-06-03,Pasta carbonara + garlic bread,91.87,EUR,485,Food & Beverage - Restaurant
INV02504,2025-06-22,Cheese platetr + glass of wine,78.25,EUR,278,Food & Beverage - Restaurant
INV02505,2025-07-13,Sushi platter 12 pcs,38.4,USD,447,Food & Beverage - Restaurant
INV02506,2025-08-28,Yoga class - private session 90min,119.45,EUR,161,Spa & Wellness
INV02507,2024-03-21,Spa treatment - Swedish massage 60min,55.14,EUR,270,Spa & Wellness
INV02508,2025-02-20,aromatherapy session 120min,145.75,EUR,485,Spa & Wellness
INV02509,2025-04-23,Pasta carbonara + garlic bread,59.62,EUR,129,Food & Beverage - Restaurant
INV02510,2025-05-06,Crib rental - 2 nights,168.05,EUR,482,Room Charges
INV02511,2024-11-15,2x espresso + 1 croissant,109.1,EUR,294,Food & Beverage - Restaurant
INV02512,2024-01-06,Steak medium rare with mashed potatoes,67.67,EUR,274,Food & Beverage - Restaurant
INV02513,2025-12-15,Aromatherapy session 30min,118.61,GBP,189,Spa & Wellness
INV02514,2025-10-21,Housekeeping extra cleaning request,45.11,EUR,129,Laundry & Housekeeping
INV02515,2024-09-07,Room upgrade: Standard to Deluxe,148.24,EUR,126,Room Charges
INV02516,2025-09-01,"Laundry: 3x shirts, 4x pants",74.53,EUR,152,Laundry & Housekeeping
INV02517,2024-04-03,Crib rental - 1 nights,196.97,EUR,239,Room Charges
INV02518,2025-11-30,Late checkout fee - Room 422,61.57,EUR,179,Room Charges
INV02519,2024-02-22,Meeting room: half day + coffee break,497.91,GBP,190,Events & Meetings
INV02520,2025-11-06,Airport transfer - one way,39.15,EUR,184,Transportation
INV02521,2025-12-28,Room upgrade: Standard to Deluxe,154.19,USD,413,Room Charges
INV02522,2025-01-07,Breakfast buffet - 2 geusts,100.39,EUR,324,Food & Beverage - Restaurant
INV02523,2025-04-25,Mini bar: 7 soft drinks + snacks,33.95,USD,516,Food & Beverage - Minibar
INV02524,2025-09-23,Mini bar: 5 soft drinks + snacks,9.91,EUR,244,Food & Beverage - Minibar
INV02525,2024-11-23,Aromatherapy session 30min,287.9,USD,181,Spa & Wellness
INV02526,2024-06-17,Ironing service - 3 pieces,79.1,EUR,497,Laundry & Housekeeping
INV02527,2025-03-06,Turndown service + extra towels,20.17,EUR,430,Laundry & Housekeeping
INV02528,2024-01-01,AV equipment rental full day,1612.67,EUR,390,Events & Meetings
INV02529,2024-05-20,Kids meal: chicken nuggets + juice,105.73,EUR,385,Food & Beverage - Restaurant
INV02530,2025-05-22,Minibar consumption Room 438,56.24,GBP,354,Food & Beverage - Minibar
INV02531,2025-09-10,Event spac:e cocktail reception 3 guests,959.0,USD,270,Events & Meetings
INV02532,2024-05-09,Room safe deposit box,90.85,USD,419,Room Charges
INV02533,2025-05-01,RS: 2x club sandwich delivered to 125,59.44,EUR,345,Food & Beverage - Room Service
INV02534,2024-08-24,Fish and chips + coleslaw,71.45,GBP,123,Food & Beverage - Restaurant
INV02535,2025-11-26,Event space: cocktail reception 4 guests,488.14,EUR,316,Events & Meetings
INV02536,2025-12-05,Manicure + pedicure combo,262.18,EUR,464,Spa & Wellness
INV02537,2025-02-20,RS #382: continental breakfast,49.3,USD,398,Food & Beverage - Room Service
INV02538,2025-03-01,Pasta carbonara + garlic bread,20.25,GBP,199,Food & Beverage - Restaurant
INV02539,2025-06-06,Fish and chips + coleslaw,92.03,EUR,424,Food & Beverage - Restaurant
INV02540,2024-04-05,Facial treatment - anti aging premium,302.06,EUR,289,Spa & Wellness
INV02541,2025-06-17,Body scrub + wrap treatment,248.47,USD,452,Spa & Wellness
INV02542,2025-07-15,Yoga class - private session 90min,122.59,EUR,105,Spa & Wellness
INV02543,2024-12-06,Burger deluxe + onion rings + water,58.44,EUR,210,Food & Beverage - Restaurant
INV02544,2024-09-21,Room upgrade: Standard to Deluxe,194.19,USD,478,Room Charges
INV02545,2025-09-14,Minibar consumption Room 309,32.57,EUR,464,Food & Beverage - Minibar
INV02546,2025-01-16,Room damage charge  -broken lamp,77.26,USD,329,Room Charges
INV02547,2024-02-27,"MB 183: 2 water, 1 coke, peanuts",14.13,EUR,307,Food & Beverage - Minibar
INV02548,2025-08-12,Facial treatment - anti aging premium,189.68,EUR,422,Spa & Wellness
INV02549,2025-08-09,Spa day pass - pool + sauna + hammam,106.51,EUR,183,Spa & Wellness
INV02550,2024-08-13,Meeting room: half day + coffee break,960.28,EUR,286,Events & Meetings
INV02551,2024-12-12,AV equipment rental full day,697.29,EUR,290,Events & Meetings
INV02552,2025-05-24,Late checkout fee - Room 424,141.54,USD,455,Room Charges
INV02553,2025-08-11,Late checkout fee - Room 268,74.03,EUR,316,Room Charges
INV02554,2025-11-27,Valet parking - 7 nights,143.54,EUR,151,Transportation
INV02555,2024-07-08,Extra bed added to Room 447,89.8,EUR,463,Room Charges
INV02556,2025-03-28,Fish and chips  +coleslaw,49.08,EUR,152,Food & Beverage - Restaurant
INV02557,2025-07-12,Extra bed added to Room 355,157.52,USD,491,Room Charges
INV02558,2024-02-14,Flipchart + markers + whiteboard,219.61,EUR,270,Events & Meetings
INV02559,2025-04-01,Room safe deposit box,90.78,USD,216,Room Charges
INV02560,2024-09-23,RS #195: continental brkfst,48.9,EUR,338,Food & Beverage - Room Service
INV02561,2024-04-28,Deep tissue massage 45 minutes,117.39,EUR,122,Spa & Wellness
INV02562,2025-10-07,RS #295: continental breakfast,18.79,EUR,315,Food & Beverage - Room Service
INV02563,2024-05-22,Projector + screen rental,499.68,EUR,492,Events & Meetings
INV02564,2025-07-29,Meeting room: half day + coffee break,1500.39,GBP,394,Events & Meetings
INV02565,2024-02-14,Meeting room: half day + coffee break,281.11,USD,135,Events & Meetings
INV02566,2025-10-31,Car rental arrangement - 5 days,136.8,EUR,233,Transportation
INV02567,2024-12-24,Yoga class - private session 90min,134.64,EUR,518,Spa & Wellness
INV02568,2024-12-06,Room service: salad + wine - Room 492,76.17,USD,314,Food & Beverage - Room Service
INV02569,2024-06-29,Room upgrade: Standard to Deluxe,178.02,USD,215,Room Charges
INV02570,2025-06-21,Couples spa package: massage + facial,85.33,EUR,334,Spa & Wellness
INV02571,2024-11-21,Room service: sandwich + beer - Room 444,24.15,EUR,494,Food & Beverage - Room Service
INV02572,2024-08-04,Body scrub + wrap treatment,286.74,EUR,444,Spa & Wellness
INV02573,2024-09-13,RS #287: continental breakfast,29.03,EUR,363,Food & Beverage - Room Service
INV02574,2025-03-30,Thai green curry with jasmine rice,112.72,EUR,148,Food & Beverage - Restaurant
INV02575,2024-11-16,Room service: omelette + coffee - oRom 265,22.23,EUR,176,Food & Beverage - Room Service
INV02576,2025-01-10,spa day pass - pool + sauna + hammam,257.65,EUR,332,Spa & Wellness
INV02577,2024-12-21,"MB 313: 2 water, 1 coke, peanuts",8.16,EUR,430,Food & Beverage - Minibar
INV02578,2024-04-27,Kids meal: chicken nuggets + juice,99.84,EUR,192,Food & Beverage - Restaurant
INV02579,2024-07-14,Minibar consumption Room 159,47.85,USD,220,Food & Beverage - Minibar
INV02580,2025-04-29,wedding package deposit,1324.23,EUR,516,Events & Meetings
INV02581,2025-07-10,"Laundry: 5x shirts, 4x pants",31.66,EUR,311,Laundry & Housekeeping
INV02582,2025-10-01,RS: 2x club sandwich delivered to 327,58.93,USD,236,Food & Beverage - Room Service
INV02583,2024-04-16,RS #258: continental breakfast,29.12,EUR,220,Food & Beverage - Room Service
INV02584,2024-10-14,manicure + pedicure combo,342.82,USD,158,Spa & Wellness
INV02585,2025-04-01,Couples spa package: massage + facial,299.39,USD,392,Spa & Wellness
INV02586,2024-02-23,Pasta carbonara + garlic bread,46.26,EUR,265,Food & Beverage - Restaurant
INV02587,2024-08-25,Meeting room: half day + coffee break,876.01,EUR,181,Events & Meetings
INV02588,2025-03-24,Late checkout fee - Room 226,59.95,USD,461,Room Charges
INV02589,2025-09-18,Fish and chpis + coleslaw,61.24,USD,127,Food & Beverage - Restaurant
INV02590,2025-11-15,Room service order #501: burger + fries + coke,32.45,EUR,412,Food & Beverage - Room Service
INV02591,2025-05-23,RS: 2x club sandwich delivered to 391,45.37,EUR,341,Food & Beverage - Room Service
