transaction_id,customer_id,transaction_date,nights,room_type,daily_rate,total_revenue,hotel_type,booking_channel,meal_plan,extra_spend
T020959,C01801,2025-05-07,3,Superior,543.82,1631.45,City Hotel,OTA,HB,30.37
T020960,C01801,2025-05-11,3,Deluxe,923.15,2769.45,City Hotel,Direct,HB,115.74
T020961,C01801,2025-07-03,4,Superior,759.98,3039.9,City Hotel,OTA,BB,71.28
T020962,C01801,2025-07-12,10,Superior,928.99,9289.88,Resort Hotel,Travel Agent,RO,70.85
T020963,C01801,2025-08-31,5,Superior,483.15,2415.74,Resort Hotel,OTA,HB,38.71
T020964,C01801,2025-12-09,3,Standard,475.77,1427.3,Resort Hotel,Travel Agent,RO,69.09
T020965,C01801,2025-12-27,3,Deluxe,800.59,2401.77,City Hotel,OTA,HB,61.9
T020966,C01802,2024-05-21,2,Standard,283.63,567.26,City Hotel,Corporate,HB,95.01
T020967,C01802,2024-05-25,7,Superior,363.53,2544.69,City Hotel,OTA,BB,67.19
T020968,C01802,2025-05-01,1,Suite,492.05,492.05,City Hotel,OTA,BB,13.8
T020969,C01803,2024-11-12,10,Deluxe,673.29,6732.94,City Hotel,Direct,BB,63.17
T020970,C01803,2024-12-29,4,Standard,189.93,759.7,Resort Hotel,Travel Agent,RO,64.69
T020971,C01803,2025-01-04,1,Superior,512.77,512.77,City Hotel,Direct,BB,52.84
T020972,C01803,2025-07-14,3,Superior,474.37,1423.1,Resort Hotel,Direct,FB,101.54
T020973,C01803,2025-07-15,7,Standard,395.76,2770.32,Resort Hotel,Direct,HB,92.09
T020974,C01803,2025-07-24,2,Superior,475.32,950.64,City Hotel,OTA,FB,62.47
T020975,C01803,2025-09-06,3,Superior,341.06,1023.17,City Hotel,Corporate,RO,118.46
T020976,C01804,2024-03-07,4,Superior,484.85,1939.39,City Hotel,OTA,FB,52.85
T020977,C01804,2024-03-29,7,Superior,452.14,3164.98,City Hotel,OTA,RO,0.0
T020978,C01804,2024-07-27,7,Presidential,1029.18,7204.29,City Hotel,Corporate,HB,49.25
T020979,C01804,2024-08-29,5,Suite,816.93,4084.65,Resort Hotel,OTA,HB,55.61
T020980,C01804,2025-01-12,3,Superior,548.31,1644.92,City Hotel,Travel Agent,FB,83.86
T020981,C01804,2025-01-13,3,Standard,422.17,1266.5,City Hotel,OTA,FB,0.0
T020982,C01804,2025-02-18,2,Superior,597.62,1195.25,City Hotel,OTA,HB,38.47
T020983,C01804,2025-07-08,4,Deluxe,929.83,3719.31,City Hotel,Direct,BB,65.67
T020984,C01804,2025-07-19,3,Superior,485.71,1457.13,City Hotel,Travel Agent,BB,14.14
T020985,C01804,2026-01-12,3,Suite,1097.35,3292.04,Resort Hotel,Corporate,HB,69.28
T020986,C01805,2025-01-04,3,Presidential,568.39,1705.16,City Hotel,Direct,RO,25.86
T020987,C01805,2025-06-22,2,Suite,496.4,992.8,City Hotel,Travel Agent,HB,56.53
T020988,C01805,2025-07-28,5,Suite,256.75,1283.74,Resort Hotel,Travel Agent,RO,26.45
T020989,C01805,2025-08-24,3,Deluxe,341.58,1024.75,Resort Hotel,OTA,BB,14.67
T020990,C01806,2024-07-05,10,Superior,227.38,2273.78,Resort Hotel,Direct,RO,55.35
T020991,C01806,2024-10-19,1,Superior,393.18,393.18,City Hotel,OTA,BB,77.32
T020992,C01806,2024-11-09,3,Deluxe,432.32,1296.96,City Hotel,OTA,BB,18.96
T020993,C01806,2025-01-22,2,Superior,349.6,699.2,City Hotel,Travel Agent,RO,0.63
T020994,C01806,2025-04-16,14,Standard,378.3,5296.19,Resort Hotel,Direct,BB,109.46
T020995,C01806,2025-07-06,3,Superior,375.44,1126.32,Resort Hotel,Direct,FB,108.63
T020996,C01806,2025-08-23,10,Superior,395.62,3956.23,Resort Hotel,OTA,HB,41.58
T020997,C01806,2025-09-13,4,Deluxe,398.18,1592.72,City Hotel,OTA,BB,37.35
T020998,C01806,2025-10-04,7,Standard,135.29,947.03,City Hotel,Direct,BB,41.97
T020999,C01806,2025-12-12,14,Standard,271.23,3797.2,City Hotel,OTA,HB,48.19
T021000,C01807,2024-08-30,5,Standard,175.21,876.04,City Hotel,OTA,BB,71.67
T021001,C01807,2024-11-26,1,Presidential,1564.31,1564.31,City Hotel,Direct,FB,7.37
T021002,C01807,2025-01-13,10,Superior,272.9,2729.02,Resort Hotel,Corporate,HB,45.93
T021003,C01807,2025-02-06,10,Deluxe,301.34,3013.41,City Hotel,Corporate,RO,71.48
T021004,C01807,2025-08-04,7,Suite,1017.07,7119.52,City Hotel,Corporate,HB,16.61
T021005,C01807,2025-09-16,10,Standard,234.34,2343.36,Resort Hotel,Travel Agent,RO,80.02
T021006,C01807,2026-01-01,3,Superior,397.95,1193.84,City Hotel,Corporate,BB,19.02
T021007,C01808,2024-01-27,5,Suite,1006.54,5032.71,City Hotel,Direct,RO,0.0
T021008,C01808,2024-03-15,4,Superior,809.35,3237.38,City Hotel,Direct,HB,34.81
T021009,C01808,2025-09-02,4,Presidential,2344.9,9379.61,City Hotel,Corporate,HB,40.44
T021010,C01808,2025-10-21,7,Standard,672.68,4708.79,City Hotel,Direct,BB,79.68
T021011,C01808,2025-11-16,2,Standard,485.73,971.46,City Hotel,OTA,FB,0.0
T021012,C01809,2024-03-19,7,Standard,315.73,2210.09,City Hotel,OTA,FB,73.55
T021013,C01809,2024-06-08,3,Standard,435.5,1306.51,Resort Hotel,Corporate,BB,23.26
T021014,C01809,2025-06-02,1,Standard,201.64,201.64,City Hotel,Travel Agent,RO,51.04
T021015,C01809,2025-07-13,5,Standard,438.0,2190.01,Resort Hotel,OTA,BB,0.0
T021016,C01809,2025-09-01,3,Deluxe,482.68,1448.04,City Hotel,Travel Agent,FB,54.23
T021017,C01809,2025-12-03,1,Suite,508.01,508.01,Resort Hotel,Corporate,BB,74.85
T021018,C01810,2024-10-08,1,Standard,465.96,465.96,Resort Hotel,OTA,BB,89.06
T021019,C01810,2025-01-09,2,Superior,273.4,546.8,Resort Hotel,Corporate,BB,45.4
T021020,C01810,2025-02-22,4,Standard,626.17,2504.67,City Hotel,OTA,RO,51.85
T021021,C01810,2025-03-10,3,Standard,302.76,908.28,City Hotel,OTA,FB,0.0
T021022,C01810,2025-06-23,3,Deluxe,826.6,2479.8,City Hotel,OTA,HB,76.74
T021023,C01810,2025-06-26,2,Suite,696.11,1392.22,Resort Hotel,OTA,RO,22.2
T021024,C01811,2024-02-20,1,Standard,135.06,135.06,City Hotel,OTA,HB,18.93
T021025,C01811,2024-03-17,2,Superior,170.69,341.37,City Hotel,Corporate,RO,56.14
T021026,C01811,2024-03-31,5,Suite,441.6,2207.98,City Hotel,Corporate,HB,26.92
T021027,C01811,2024-06-27,3,Standard,184.79,554.36,City Hotel,OTA,BB,75.13
T021028,C01811,2024-10-10,14,Superior,152.73,2138.25,City Hotel,OTA,HB,13.57
T021029,C01811,2024-12-07,10,Deluxe,237.01,2370.05,City Hotel,OTA,FB,36.7
T021030,C01811,2024-12-10,1,Presidential,855.73,855.73,Resort Hotel,OTA,HB,61.82
T021031,C01811,2025-02-24,2,Standard,182.37,364.75,City Hotel,OTA,RO,85.68
T021032,C01811,2025-07-30,3,Deluxe,261.17,783.5,City Hotel,Travel Agent,BB,0.0
T021033,C01811,2025-10-01,3,Superior,231.75,695.26,Resort Hotel,OTA,FB,65.24
T021034,C01811,2026-01-20,4,Suite,251.65,1006.59,Resort Hotel,OTA,BB,26.24
T021035,C01812,2024-04-03,5,Deluxe,619.81,3099.04,City Hotel,Corporate,RO,32.51
T021036,C01812,2024-04-09,4,Deluxe,928.49,3713.96,City Hotel,OTA,BB,75.08
T021037,C01812,2024-04-11,14,Superior,308.03,4312.37,Resort Hotel,Travel Agent,BB,52.66
T021038,C01812,2024-04-22,4,Superior,497.05,1988.21,Resort Hotel,OTA,BB,91.65
T021039,C01812,2024-05-06,2,Deluxe,448.47,896.94,Resort Hotel,OTA,RO,0.0
T021040,C01812,2024-05-09,4,Deluxe,471.82,1887.28,City Hotel,OTA,BB,16.43
T021041,C01812,2024-07-22,3,Standard,335.99,1007.96,City Hotel,Travel Agent,RO,112.05
T021042,C01812,2024-08-10,4,Standard,215.35,861.41,Resort Hotel,Direct,FB,150.7
T021043,C01812,2024-08-23,3,Standard,183.99,551.96,City Hotel,OTA,RO,64.94
T021044,C01812,2024-11-23,3,Deluxe,407.82,1223.46,City Hotel,Corporate,HB,1.2
T021045,C01812,2025-02-26,3,Superior,468.9,1406.71,Resort Hotel,OTA,RO,32.46
T021046,C01812,2025-08-16,10,Superior,503.92,5039.21,City Hotel,Direct,BB,28.55
T021047,C01812,2025-08-21,7,Presidential,1816.69,12716.86,City Hotel,OTA,FB,14.22
T021048,C01813,2024-04-29,3,Standard,532.48,1597.44,City Hotel,Direct,RO,134.05
T021049,C01813,2024-07-16,3,Suite,879.13,2637.39,City Hotel,Corporate,HB,25.38
T021050,C01813,2024-08-11,2,Superior,529.38,1058.75,City Hotel,Corporate,BB,70.73
T021051,C01813,2025-04-13,7,Standard,534.21,3739.48,Resort Hotel,Direct,HB,23.75
T021052,C01813,2025-04-23,7,Superior,427.85,2994.95,Resort Hotel,Direct,BB,12.92
T021053,C01813,2025-04-28,5,Superior,645.85,3229.26,City Hotel,OTA,BB,67.72
T021054,C01813,2025-07-24,3,Standard,595.15,1785.46,City Hotel,Corporate,BB,0.0
T021055,C01813,2025-08-02,1,Deluxe,1358.54,1358.54,Resort Hotel,Corporate,BB,34.59
T021056,C01813,2025-09-11,3,Superior,577.27,1731.8,City Hotel,OTA,BB,0.0
T021057,C01813,2025-10-01,14,Deluxe,1068.16,14954.28,City Hotel,Corporate,HB,40.27
T021058,C01813,2025-10-02,10,Deluxe,489.92,4899.19,City Hotel,Travel Agent,RO,113.74
T021059,C01813,2026-02-03,3,Superior,337.8,1013.41,Resort Hotel,Corporate,HB,147.19
T021060,C01814,2024-03-16,2,Deluxe,726.51,1453.02,City Hotel,Corporate,HB,73.34
T021061,C01814,2024-05-29,3,Superior,307.12,921.37,Resort Hotel,Travel Agent,HB,51.99
T021062,C01814,2024-09-27,7,Deluxe,346.74,2427.15,City Hotel,Corporate,BB,86.82
T021063,C01814,2024-10-21,4,Standard,251.69,1006.75,City Hotel,OTA,FB,78.19
T021064,C01814,2024-12-01,4,Deluxe,533.97,2135.89,City Hotel,OTA,RO,57.11
T021065,C01814,2025-09-16,10,Suite,774.21,7742.05,City Hotel,Travel Agent,BB,0.0
T021066,C01814,2025-11-14,1,Superior,530.02,530.02,City Hotel,Corporate,FB,0.0
T021067,C01814,2025-12-17,5,Standard,263.82,1319.12,City Hotel,OTA,FB,18.45
T021068,C01814,2025-12-26,7,Standard,188.84,1321.88,Resort Hotel,Direct,BB,52.78
T021069,C01815,2024-02-15,3,Suite,1421.07,4263.21,Resort Hotel,Travel Agent,RO,134.53
T021070,C01815,2024-05-23,4,Suite,1223.44,4893.77,City Hotel,Travel Agent,BB,37.61
T021071,C01815,2024-07-19,3,Standard,642.96,1928.87,City Hotel,OTA,HB,62.59
T021072,C01815,2024-08-14,14,Deluxe,684.55,9583.63,City Hotel,OTA,BB,70.46
T021073,C01815,2024-10-30,3,Deluxe,879.91,2639.72,Resort Hotel,Travel Agent,HB,75.08
T021074,C01815,2024-12-07,3,Standard,654.66,1963.97,City Hotel,Direct,BB,35.69
T021075,C01815,2024-12-28,2,Standard,148.89,297.78,Resort Hotel,OTA,BB,11.31
T021076,C01815,2025-10-15,3,Suite,1346.0,4038.0,Resort Hotel,OTA,BB,0.0
T021077,C01816,2024-06-17,14,Superior,339.26,4749.61,City Hotel,Corporate,BB,0.0
T021078,C01816,2025-01-07,4,Presidential,1077.56,4310.22,City Hotel,OTA,BB,17.05
T021079,C01816,2025-07-05,4,Suite,727.37,2909.48,City Hotel,Direct,BB,23.53
T021080,C01816,2026-02-04,3,Superior,273.95,821.85,City Hotel,OTA,HB,33.97
T021081,C01816,2026-02-04,7,Suite,570.58,3994.03,Resort Hotel,Travel Agent,HB,46.97
T021082,C01817,2024-03-08,4,Standard,284.18,1136.73,City Hotel,Corporate,HB,93.63
T021083,C01817,2024-04-08,3,Superior,298.12,894.35,Resort Hotel,OTA,HB,68.39
T021084,C01817,2025-05-05,7,Superior,140.89,986.25,City Hotel,OTA,HB,77.29
T021085,C01817,2025-11-18,5,Suite,574.84,2874.18,City Hotel,OTA,BB,40.8
T021086,C01817,2025-11-25,5,Superior,199.49,997.45,City Hotel,Direct,RO,131.97
T021087,C01817,2025-12-07,3,Superior,339.12,1017.35,Resort Hotel,Direct,HB,20.55
T021088,C01817,2025-12-26,2,Superior,282.52,565.03,Resort Hotel,Travel Agent,BB,0.0
T021089,C01817,2025-12-29,14,Presidential,838.46,11738.47,Resort Hotel,Corporate,HB,118.89
T021090,C01817,2026-01-20,3,Superior,207.3,621.9,City Hotel,OTA,BB,105.53
T021091,C01818,2024-03-26,5,Standard,165.6,827.99,Resort Hotel,Corporate,BB,57.24
T021092,C01818,2024-04-05,3,Standard,219.74,659.21,City Hotel,OTA,HB,48.06
T021093,C01818,2024-09-12,3,Standard,181.43,544.29,City Hotel,Direct,RO,107.57
T021094,C01818,2024-12-02,4,Standard,208.94,835.74,City Hotel,Corporate,RO,47.33
T021095,C01818,2025-02-10,7,Standard,299.28,2094.96,Resort Hotel,Direct,BB,62.67
T021096,C01819,2024-02-22,3,Presidential,856.92,2570.77,City Hotel,OTA,RO,130.74
T021097,C01819,2024-03-20,7,Suite,775.2,5426.43,City Hotel,OTA,FB,69.42
T021098,C01819,2024-04-05,2,Deluxe,445.38,890.76,City Hotel,Travel Agent,HB,10.16
T021099,C01819,2025-01-11,5,Standard,190.84,954.19,Resort Hotel,OTA,HB,37.45
T021100,C01819,2025-02-27,1,Deluxe,236.35,236.35,Resort Hotel,OTA,BB,99.4
T021101,C01819,2025-04-14,2,Standard,341.11,682.22,City Hotel,Direct,BB,9.21
T021102,C01819,2025-07-09,2,Superior,302.49,604.98,City Hotel,Travel Agent,BB,48.3
T021103,C01819,2025-07-11,7,Deluxe,509.14,3563.96,City Hotel,Travel Agent,BB,0.0
T021104,C01819,2025-07-16,4,Standard,331.92,1327.67,City Hotel,OTA,BB,53.57
T021105,C01819,2025-10-30,3,Deluxe,211.59,634.77,Resort Hotel,OTA,HB,60.45
T021106,C01820,2024-02-29,1,Suite,789.2,789.2,Resort Hotel,Corporate,HB,89.94
T021107,C01820,2024-04-12,3,Standard,270.24,810.71,City Hotel,Travel Agent,HB,57.18
T021108,C01820,2024-06-26,3,Standard,349.64,1048.91,Resort Hotel,Direct,HB,79.51
T021109,C01820,2024-08-07,7,Deluxe,685.62,4799.35,City Hotel,Travel Agent,FB,38.93
T021110,C01820,2024-10-27,1,Standard,316.85,316.85,Resort Hotel,Direct,BB,76.3
T021111,C01820,2025-04-09,3,Suite,969.38,2908.15,City Hotel,Corporate,FB,54.53
T021112,C01820,2025-06-05,4,Deluxe,997.41,3989.64,City Hotel,Direct,FB,56.16
T021113,C01820,2025-06-08,7,Superior,550.92,3856.47,Resort Hotel,OTA,RO,37.19
T021114,C01820,2025-11-08,3,Standard,561.47,1684.4,Resort Hotel,Travel Agent,BB,39.12
T021115,C01820,2026-01-20,7,Suite,1537.94,10765.58,City Hotel,Travel Agent,HB,21.63
T021116,C01821,2024-05-19,10,Superior,417.45,4174.48,City Hotel,Direct,RO,19.4
T021117,C01821,2024-11-09,4,Standard,200.92,803.68,City Hotel,OTA,HB,146.53
T021118,C01821,2024-12-25,3,Suite,756.31,2268.92,Resort Hotel,OTA,HB,56.2
T021119,C01821,2025-04-02,14,Standard,166.96,2337.51,Resort Hotel,Travel Agent,FB,0.0
T021120,C01821,2025-05-02,7,Deluxe,385.08,2695.56,Resort Hotel,Direct,BB,0.0
T021121,C01821,2025-06-02,3,Superior,461.62,1384.85,City Hotel,OTA,HB,53.77
T021122,C01821,2025-06-12,10,Superior,253.6,2536.01,City Hotel,OTA,HB,33.13
T021123,C01821,2025-06-13,3,Standard,231.02,693.06,Resort Hotel,Travel Agent,RO,1.71
T021124,C01821,2025-11-16,2,Deluxe,495.1,990.2,Resort Hotel,OTA,FB,77.68
T021125,C01821,2025-11-24,3,Deluxe,169.3,507.89,City Hotel,Direct,RO,99.19
T021126,C01821,2025-12-09,3,Standard,181.44,544.33,Resort Hotel,Direct,BB,54.62
T021127,C01821,2026-01-19,3,Standard,212.02,636.06,City Hotel,OTA,BB,28.14
T021128,C01822,2024-04-02,14,Standard,244.27,3419.73,City Hotel,Travel Agent,RO,41.98
T021129,C01822,2024-06-30,7,Superior,395.81,2770.64,City Hotel,Direct,BB,45.86
T021130,C01822,2024-08-13,2,Superior,127.64,255.29,City Hotel,OTA,RO,103.18
T021131,C01822,2025-05-13,4,Standard,176.53,706.1,City Hotel,Travel Agent,BB,69.31
T021132,C01822,2025-06-02,3,Deluxe,432.93,1298.8,Resort Hotel,OTA,RO,39.41
T021133,C01822,2025-07-11,1,Standard,177.66,177.66,City Hotel,OTA,FB,39.43
T021134,C01822,2025-09-14,1,Superior,278.87,278.87,City Hotel,OTA,RO,42.54
T021135,C01822,2026-01-11,7,Deluxe,207.57,1453.02,Resort Hotel,OTA,RO,18.39
T021136,C01822,2026-01-13,7,Deluxe,358.95,2512.66,City Hotel,Direct,HB,0.0
T021137,C01822,2026-02-12,3,Deluxe,386.23,1158.7,City Hotel,OTA,RO,65.8
T021138,C01823,2024-03-28,3,Standard,540.53,1621.58,Resort Hotel,OTA,BB,80.01
T021139,C01823,2024-05-17,2,Superior,838.58,1677.15,City Hotel,Travel Agent,RO,51.3
T021140,C01823,2024-09-15,3,Standard,488.27,1464.82,Resort Hotel,OTA,RO,0.0
T021141,C01823,2025-06-29,14,Superior,555.05,7770.67,Resort Hotel,Direct,HB,0.0
T021142,C01823,2025-09-10,3,Superior,404.96,1214.87,Resort Hotel,Corporate,HB,0.0
T021143,C01824,2024-01-19,10,Standard,301.54,3015.41,City Hotel,Direct,RO,11.03
T021144,C01824,2024-03-05,5,Suite,961.77,4808.84,Resort Hotel,Corporate,BB,27.96
T021145,C01824,2024-04-09,2,Deluxe,587.71,1175.43,Resort Hotel,OTA,RO,25.61
T021146,C01824,2024-05-27,3,Superior,586.83,1760.49,Resort Hotel,OTA,HB,15.07
T021147,C01824,2024-07-09,2,Suite,660.63,1321.26,City Hotel,Direct,BB,18.76
T021148,C01824,2024-10-17,3,Suite,665.25,1995.76,City Hotel,OTA,RO,90.12
T021149,C01824,2024-11-07,7,Standard,556.41,3894.87,Resort Hotel,Direct,BB,0.0
T021150,C01824,2025-04-28,2,Deluxe,769.71,1539.41,City Hotel,Direct,BB,0.0
T021151,C01824,2025-05-31,3,Superior,480.82,1442.45,City Hotel,Direct,BB,57.99
T021152,C01824,2025-07-06,3,Superior,694.41,2083.24,Resort Hotel,OTA,HB,59.28
T021153,C01824,2025-08-20,1,Deluxe,613.94,613.94,Resort Hotel,Direct,BB,63.56
T021154,C01824,2025-09-15,1,Standard,225.98,225.98,City Hotel,Direct,BB,33.4
T021155,C01824,2025-10-16,3,Suite,857.33,2571.98,City Hotel,OTA,BB,46.21
T021156,C01824,2025-12-05,4,Superior,555.54,2222.18,City Hotel,Travel Agent,BB,45.14
T021157,C01824,2025-12-06,5,Standard,352.28,1761.41,Resort Hotel,Travel Agent,BB,55.6
T021158,C01825,2024-05-10,4,Standard,600.23,2400.91,City Hotel,OTA,BB,137.39
T021159,C01825,2024-11-09,3,Suite,459.92,1379.77,City Hotel,Corporate,FB,15.5
T021160,C01825,2025-07-14,2,Superior,363.96,727.92,Resort Hotel,OTA,HB,49.0
T021161,C01825,2025-08-02,3,Superior,339.86,1019.58,City Hotel,Direct,BB,82.75
T021162,C01826,2024-03-26,4,Suite,488.5,1953.99,City Hotel,OTA,HB,35.14
T021163,C01826,2024-04-10,4,Suite,356.61,1426.42,City Hotel,Direct,HB,85.91
T021164,C01826,2024-08-03,14,Standard,290.37,4065.17,City Hotel,Corporate,HB,56.6
T021165,C01826,2024-10-01,3,Superior,493.34,1480.03,City Hotel,Direct,BB,85.24
T021166,C01826,2024-10-03,2,Superior,249.25,498.49,City Hotel,Direct,BB,88.69
T021167,C01826,2024-10-09,14,Standard,285.12,3991.64,City Hotel,Travel Agent,BB,0.0
T021168,C01826,2025-07-25,3,Superior,446.68,1340.05,City Hotel,Direct,HB,63.22
T021169,C01826,2025-08-03,1,Superior,402.93,402.93,City Hotel,OTA,HB,81.91
T021170,C01826,2025-11-26,3,Standard,251.92,755.75,City Hotel,Travel Agent,BB,40.0
T021171,C01826,2025-12-20,5,Standard,236.82,1184.12,Resort Hotel,OTA,BB,19.75
T021172,C01826,2026-01-12,2,Standard,217.9,435.79,Resort Hotel,Corporate,HB,73.5
T021173,C01827,2024-02-11,3,Standard,408.64,1225.91,Resort Hotel,Direct,HB,39.46
T021174,C01827,2024-03-03,2,Deluxe,357.37,714.74,City Hotel,OTA,BB,43.19
T021175,C01827,2024-04-10,3,Deluxe,539.49,1618.47,City Hotel,Travel Agent,BB,47.52
T021176,C01827,2024-06-14,4,Superior,377.19,1508.78,City Hotel,OTA,BB,36.93
T021177,C01827,2024-08-01,5,Deluxe,327.74,1638.7,City Hotel,Direct,FB,43.18
T021178,C01827,2024-08-20,1,Superior,214.92,214.92,City Hotel,OTA,BB,47.76
T021179,C01827,2024-11-28,7,Deluxe,572.48,4007.39,City Hotel,OTA,FB,31.38
T021180,C01827,2025-01-06,3,Deluxe,359.98,1079.94,City Hotel,OTA,BB,105.28
T021181,C01827,2025-04-18,10,Standard,251.54,2515.36,City Hotel,OTA,FB,10.6
T021182,C01827,2025-04-27,3,Suite,198.53,595.58,Resort Hotel,OTA,FB,34.13
T021183,C01827,2025-06-10,4,Standard,152.78,611.11,City Hotel,OTA,RO,68.21
T021184,C01827,2025-10-10,3,Deluxe,349.07,1047.21,City Hotel,Direct,RO,69.09
T021185,C01827,2025-11-16,7,Superior,455.06,3185.44,City Hotel,OTA,FB,117.29
T021186,C01828,2024-07-13,4,Suite,909.93,3639.73,Resort Hotel,Direct,BB,61.35
T021187,C01828,2024-12-12,2,Superior,361.67,723.34,Resort Hotel,OTA,HB,0.0
T021188,C01828,2026-02-15,4,Standard,234.83,939.34,City Hotel,Corporate,BB,102.79
T021189,C01829,2024-04-01,7,Deluxe,886.59,6206.1,City Hotel,OTA,HB,136.21
T021190,C01829,2024-10-30,2,Superior,878.48,1756.97,Resort Hotel,Corporate,HB,0.0
T021191,C01829,2024-11-20,3,Standard,605.6,1816.79,Resort Hotel,OTA,RO,104.13
T021192,C01829,2025-01-13,2,Deluxe,1118.61,2237.22,City Hotel,Travel Agent,HB,78.33
T021193,C01829,2025-05-30,5,Standard,475.92,2379.62,City Hotel,Corporate,BB,72.68
T021194,C01829,2025-06-20,1,Deluxe,698.24,698.24,Resort Hotel,OTA,HB,30.02
T021195,C01829,2025-11-27,1,Superior,564.06,564.06,Resort Hotel,Corporate,HB,35.41
T021196,C01829,2025-12-25,4,Superior,758.62,3034.48,City Hotel,Corporate,BB,67.59
T021197,C01830,2024-02-16,2,Superior,463.81,927.61,City Hotel,Corporate,BB,35.05
T021198,C01830,2024-07-07,2,Standard,398.92,797.85,Resort Hotel,Direct,RO,32.54
T021199,C01830,2024-07-24,5,Superior,413.05,2065.25,City Hotel,Direct,HB,32.6
T021200,C01830,2025-02-13,5,Deluxe,226.17,1130.87,City Hotel,Direct,BB,0.0
T021201,C01830,2025-02-20,2,Suite,606.07,1212.14,City Hotel,OTA,RO,70.43
T021202,C01830,2025-03-17,10,Superior,77.39,773.93,Resort Hotel,Corporate,HB,69.67
T021203,C01830,2025-04-29,3,Standard,424.7,1274.1,City Hotel,Corporate,BB,51.35
T021204,C01830,2025-05-27,4,Suite,1598.57,6394.28,Resort Hotel,Corporate,FB,2.34
T021205,C01830,2025-06-02,2,Deluxe,379.15,758.3,City Hotel,Corporate,FB,55.5
T021206,C01830,2025-10-13,2,Standard,416.23,832.46,Resort Hotel,Travel Agent,HB,32.53
T021207,C01830,2025-11-12,2,Presidential,1377.65,2755.3,City Hotel,Direct,FB,38.51
T021208,C01831,2024-02-09,7,Superior,479.74,3358.18,City Hotel,OTA,BB,46.73
T021209,C01831,2024-03-20,3,Deluxe,819.29,2457.87,Resort Hotel,Direct,BB,50.44
T021210,C01831,2024-07-02,5,Superior,453.05,2265.24,Resort Hotel,Direct,BB,106.7
T021211,C01831,2024-07-25,2,Superior,570.2,1140.41,Resort Hotel,OTA,BB,28.11
T021212,C01831,2025-01-18,4,Standard,503.03,2012.13,City Hotel,Corporate,HB,2.86
T021213,C01831,2025-04-18,2,Superior,538.44,1076.88,Resort Hotel,Travel Agent,BB,77.89
T021214,C01831,2025-07-19,5,Deluxe,823.61,4118.03,City Hotel,Travel Agent,FB,85.22
T021215,C01831,2025-07-22,4,Superior,510.51,2042.04,Resort Hotel,Corporate,BB,57.7
T021216,C01832,2024-09-17,3,Superior,733.33,2199.98,City Hotel,Direct,RO,0.0
T021217,C01832,2024-10-15,3,Standard,269.95,809.84,City Hotel,OTA,BB,13.96
T021218,C01832,2024-11-28,3,Standard,375.01,1125.02,Resort Hotel,Corporate,HB,38.36
T021219,C01832,2025-03-27,1,Deluxe,736.22,736.22,Resort Hotel,OTA,RO,73.43
T021220,C01833,2024-02-20,3,Suite,1523.67,4571.0,City Hotel,Travel Agent,HB,117.51
T021221,C01833,2024-07-02,1,Deluxe,1168.03,1168.03,City Hotel,Corporate,FB,60.71
T021222,C01833,2024-12-27,3,Deluxe,1095.83,3287.48,Resort Hotel,Travel Agent,BB,70.06
T021223,C01833,2025-06-05,5,Standard,763.0,3814.98,Resort Hotel,OTA,BB,84.53
T021224,C01833,2025-08-07,4,Standard,599.56,2398.23,City Hotel,OTA,FB,4.49
T021225,C01833,2025-08-09,1,Superior,370.95,370.95,City Hotel,OTA,RO,29.44
T021226,C01833,2025-10-12,2,Standard,382.15,764.31,City Hotel,OTA,BB,120.26
T021227,C01833,2025-12-17,14,Deluxe,377.79,5289.07,Resort Hotel,OTA,HB,70.47
T021228,C01833,2025-12-21,4,Superior,840.35,3361.4,City Hotel,Direct,BB,1.69
T021229,C01833,2025-12-27,3,Deluxe,736.89,2210.67,City Hotel,Direct,RO,32.51
T021230,C01833,2026-01-13,1,Deluxe,1137.46,1137.46,Resort Hotel,OTA,BB,96.82
T021231,C01834,2024-08-09,4,Superior,395.36,1581.46,City Hotel,OTA,BB,20.17
T021232,C01834,2024-08-17,3,Standard,373.34,1120.01,Resort Hotel,Corporate,BB,2.2
T021233,C01834,2024-10-06,4,Standard,369.53,1478.13,Resort Hotel,Travel Agent,FB,35.0
T021234,C01834,2025-03-13,7,Suite,483.94,3387.61,Resort Hotel,Corporate,FB,91.2
T021235,C01834,2025-08-05,3,Standard,258.51,775.54,Resort Hotel,OTA,FB,100.55
T021236,C01834,2025-10-08,3,Superior,542.04,1626.11,City Hotel,Direct,FB,152.71
T021237,C01835,2024-03-25,4,Standard,286.43,1145.73,Resort Hotel,Corporate,BB,0.0
T021238,C01835,2024-09-29,3,Standard,311.54,934.62,City Hotel,OTA,HB,83.3
T021239,C01835,2024-12-08,7,Deluxe,711.5,4980.48,Resort Hotel,Direct,BB,111.15
T021240,C01835,2025-04-20,1,Deluxe,555.32,555.32,City Hotel,OTA,BB,20.98
T021241,C01835,2025-04-27,4,Superior,130.66,522.63,Resort Hotel,Corporate,BB,66.11
T021242,C01835,2025-06-10,14,Deluxe,519.58,7274.15,City Hotel,Corporate,BB,50.75
T021243,C01836,2024-06-06,1,Standard,534.57,534.57,Resort Hotel,OTA,HB,60.95
T021244,C01836,2025-06-17,3,Standard,251.86,755.58,City Hotel,OTA,HB,65.25
