review_id,hotel,date,reviewer_country,trip_type,rating,review_text,sentiment_true,aspect_cleanliness,aspect_staff,aspect_food,aspect_location,aspect_value
R1353,Grand Resort Hotel,2024-06-09,ZM,Couple,1,Save your money and go elsewhere. location was far from the city center. much cheaper options with better quality nearby.,negative,3,3,2,2,2
R1354,City Center Hotel,2025-10-28,UY,Family,4,Absolutely wonderful stay! The location was exceptional and the staff exceeded all expectations.,positive,4,4,5,5,5
R1355,City Center Hotel,2024-09-11,MN,Business,4,We had an amazing time. Reception team went above and beyond. Will definitely come back!,positive,4,5,5,4,4
R1356,Grand Resort Hotel,2025-10-15,LR,Couple,5,We had an amazing time. Great location near public transport. Will definitely come back!,positive,4,5,5,5,5
R1357,City Center Hotel,2025-09-16,BS,Leisure,3,"Overall a good stay, but the room was not clean when we arrived. On the positive side, The staff was incredibly friendly and helpful.",mixed,1,5,3,4,4
R1358,City Center Hotel,2024-06-13,MA,Family,2,Very disappointing stay. the neighborhood felt unsafe at night and the carpets looked stained and old.,negative,2,2,2,2,3
R1359,City Center Hotel,2024-05-29,SY,Leisure,3,"The hotel has potential. Great price for what you get, yet no one seemed to care about guest satisfaction.",mixed,4,1,4,4,4
R1360,Grand Resort Hotel,2024-09-28,IN,Business,1,Hugely disappointed. the reception seemed overwhelmed and disorganized. Will be filing a complaint.,negative,1,2,2,3,2
R1361,Grand Resort Hotel,2024-03-13,WS,Couple,4,"Everything was perfect - Beautiful surroundings with ocean view, Best deal we found in the area. 10/10.",positive,5,5,4,4,4
R1362,City Center Hotel,2024-06-30,CR,Business,2,Terrible experience. the reception seemed overwhelmed and disorganized. location was far from the city center. Never again.,negative,1,2,1,1,2
R1363,City Center Hotel,2024-05-23,NE,Leisure,2,Worst hotel experience in a long time. the lobby area was dirty.,negative,1,2,2,2,1
R1364,City Center Hotel,2024-07-03,VA,Business,3,A solid 3-star experience. The location is unbeatable - right in the center but food quality was poor for a hotel at this price.,mixed,3,3,1,4,4
R1365,City Center Hotel,2024-07-03,KE,Solo,4,Absolutely wonderful stay! The food was exceptional and the staff exceeded all expectations.,positive,5,5,4,5,5
R1366,Grand Resort Hotel,2025-05-07,LR,Solo,2,"Would not recommend. location was far from the city center. For the price we paid, unacceptable.",negative,2,1,3,1,2
R1367,Grand Resort Hotel,2025-05-13,BG,Business,4,A truly memorable stay. Reception team went above and beyond. We'll be back for sure!,positive,5,5,4,4,5
R1368,City Center Hotel,2025-03-23,YE,Family,2,Save your money and go elsewhere. way overpriced for what you get. the restaurant food was overpriced and bland.,negative,3,1,2,1,1
R1369,Grand Resort Hotel,2025-02-03,AG,Leisure,2,Worst hotel experience in a long time. the room was not clean when we arrived.,negative,2,1,2,2,1
R1370,Grand Resort Hotel,2024-02-04,MK,Couple,4,Best hotel experience we've had in years. The concierge gave amazing restaurant recommendations.,positive,5,5,5,4,5
R1371,Grand Resort Hotel,2024-02-16,GN,Family,5,Can't say enough good things about this place. Room service was fast and the food was excellent and Impeccable cleanliness throughout.,positive,5,5,4,4,5
R1372,City Center Hotel,2025-04-06,ES,Couple,4,One of the best hotels I've stayed at. Housekeeping did an amazing job. Highly recommend!,positive,5,4,5,4,4
R1373,Grand Resort Hotel,2024-06-05,IT,Leisure,4,Exceeded our expectations in every way. The location was outstanding.,positive,5,4,4,5,5
R1374,City Center Hotel,2025-10-17,EE,Couple,5,A truly memorable stay. The concierge gave amazing restaurant recommendations. We'll be back for sure!,positive,4,4,5,5,5
R1375,Grand Resort Hotel,2024-05-22,IE,Business,4,"Mixed feelings about this hotel. Great location near public transport. Unfortunately, way overpriced for what you get.",mixed,4,3,3,4,2
R1376,City Center Hotel,2024-03-04,AM,Couple,5,Absolutely wonderful stay! The location was exceptional and the food exceeded all expectations.,positive,4,4,5,4,4
R1377,City Center Hotel,2025-05-07,SO,Family,2,"Would not recommend. the lobby area was dirty. For the price we paid, unacceptable.",negative,1,1,1,3,2
R1378,City Center Hotel,2024-02-20,KM,Business,3,Decent stay. The concierge gave amazing restaurant recommendations but not worth the price at all. Room for improvement.,mixed,3,5,4,4,2
R1379,Grand Resort Hotel,2025-11-08,TV,Family,5,Best hotel experience we've had in years. Service was impeccable from check-in to checkout.,positive,4,4,4,5,5
R1380,Grand Resort Hotel,2024-08-31,CD,Leisure,3,"Overall a good stay, but breakfast was mediocre and limited options. On the positive side, Perfect location, walking distance to everything.",mixed,3,4,2,5,3
R1381,Grand Resort Hotel,2025-06-25,WS,Couple,3,"The hotel has potential. The bathroom was sparkling clean, yet the reception seemed overwhelmed and disorganized.",mixed,5,1,3,4,4
R1382,City Center Hotel,2025-09-15,CH,Family,1,Below expectations. very far from public transportation. Staff seemed overwhelmed.,negative,2,1,2,2,1
R1383,Grand Resort Hotel,2024-05-20,FM,Leisure,5,Best hotel experience we've had in years. Great price for what you get.,positive,5,5,5,4,5
R1384,Grand Resort Hotel,2025-03-01,MU,Family,4,"Overall a good stay, but the carpets looked stained and old. On the positive side, The breakfast buffet was outstanding with great variety.",mixed,1,3,5,3,3
R1385,City Center Hotel,2025-12-21,TD,Family,2,Not worth the money. room service took over an hour and the carpets looked stained and old.,negative,2,3,2,2,2
R1386,City Center Hotel,2024-06-06,IE,Business,2,Below expectations. found hair in the bathroom. Staff seemed indifferent.,negative,2,2,1,2,2
R1387,City Center Hotel,2024-06-07,YE,Solo,3,"Mixed feelings about this hotel. Service was impeccable from check-in to checkout. Unfortunately, the minibar prices were outrageous.",mixed,4,5,4,4,1
R1388,City Center Hotel,2025-09-15,ZW,Leisure,3,"Mixed feelings about this hotel. Housekeeping did an amazing job. Unfortunately, the breakfast buffet ran out of items early.",mixed,4,3,2,3,3
R1389,Grand Resort Hotel,2025-11-26,UY,Leisure,2,Hugely disappointed. housekeeping missed our room twice. Will be filing a complaint.,negative,1,3,2,1,2
R1390,City Center Hotel,2024-05-12,TG,Solo,5,"Everything was perfect - Impeccable cleanliness throughout, The location is unbeatable - right in the center. 10/10.",positive,4,5,5,5,4
R1391,City Center Hotel,2025-07-17,GA,Leisure,5,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,5,4,4,4
R1392,Grand Resort Hotel,2024-08-23,PA,Solo,1,Worst hotel experience in a long time. the breakfast buffet ran out of items early.,negative,3,1,2,1,1
R1393,City Center Hotel,2024-05-15,GN,Couple,4,Best hotel experience we've had in years. Worth every penny spent.,positive,4,4,5,5,5
R1394,City Center Hotel,2024-04-06,LR,Business,4,Can't say enough good things about this place. Worth every penny spent and The rooms were spotlessly clean.,positive,5,5,4,4,4
R1395,City Center Hotel,2024-12-18,IQ,Leisure,3,"Mixed feelings about this hotel. Reception team went above and beyond. Unfortunately, noisy area with construction nearby.",mixed,3,5,4,2,4
R1396,Grand Resort Hotel,2025-12-29,GA,Couple,3,The staff was great but location was far from the city center. Would still recommend.,mixed,3,4,3,1,4
R1397,City Center Hotel,2025-09-13,TT,Leisure,4,"Fantastic experience from start to finish. Perfect location, walking distance to everything.",positive,5,4,5,5,5
R1398,City Center Hotel,2025-01-16,ZM,Family,4,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,4,5,5,5
R1399,City Center Hotel,2025-03-18,GB,Leisure,1,Worst hotel experience in a long time. housekeeping missed our room twice.,negative,2,3,2,1,1
R1400,City Center Hotel,2025-09-29,MY,Business,3,"The hotel has potential. Perfect location, walking distance to everything, yet the reception seemed overwhelmed and disorganized.",mixed,3,2,3,4,4
R1401,City Center Hotel,2025-12-01,DE,Leisure,4,Fantastic experience from start to finish. Housekeeping did an amazing job.,positive,5,4,5,4,5
R1402,Grand Resort Hotel,2024-05-01,PE,Business,5,We had an amazing time. Great price for what you get. Will definitely come back!,positive,4,4,5,5,5
R1403,City Center Hotel,2024-08-16,HT,Couple,1,Hugely disappointed. food quality was poor for a hotel at this price. Will be filing a complaint.,negative,1,2,1,2,1
R1404,City Center Hotel,2025-12-30,ZA,Leisure,3,Decent stay. Room service was fast and the food was excellent but very far from public transportation. Room for improvement.,mixed,4,4,5,1,3
R1405,Grand Resort Hotel,2025-07-17,RS,Business,5,Perfect hotel for our vacation. The location is unbeatable - right in the center and The staff was incredibly friendly and helpful.,positive,4,4,4,4,5
R1406,Grand Resort Hotel,2024-09-24,NZ,Family,3,The value was great but staff was unresponsive to our requests. Would still recommend.,mixed,3,1,4,3,5
R1407,City Center Hotel,2025-10-08,MN,Couple,3,Good but not great. Excellent value for money. The downside was no one seemed to care about guest satisfaction.,mixed,4,1,4,3,4
R1408,Grand Resort Hotel,2024-05-20,CY,Leisure,5,A truly memorable stay. Ideal location for both business and leisure. We'll be back for sure!,positive,5,4,4,5,5
R1409,City Center Hotel,2024-07-01,QA,Leisure,5,Absolutely wonderful stay! The food was exceptional and the value exceeded all expectations.,positive,4,4,4,5,4
R1410,City Center Hotel,2024-04-23,BW,Business,5,A truly memorable stay. Great location near public transport. We'll be back for sure!,positive,4,5,4,5,5
R1411,City Center Hotel,2025-06-24,SA,Couple,2,Hugely disappointed. staff was rude at the front desk. Will be filing a complaint.,negative,2,2,2,1,1
R1412,City Center Hotel,2024-03-24,EG,Business,5,"Everything was perfect - The breakfast buffet was outstanding with great variety, Excellent value for money. 10/10.",positive,4,4,5,5,5
R1413,City Center Hotel,2025-06-18,PK,Couple,5,"Everything was perfect - The rooms were spotlessly clean, The breakfast buffet was outstanding with great variety. 10/10.",positive,4,5,5,5,4
R1414,Grand Resort Hotel,2025-10-03,ER,Business,1,Worst hotel experience in a long time. location was far from the city center.,negative,3,2,2,2,2
R1415,City Center Hotel,2024-11-29,EE,Leisure,5,"Everything was perfect - The rooms were spotlessly clean, Restaurant food was absolutely delicious. 10/10.",positive,4,4,4,4,4
R1416,Grand Resort Hotel,2025-10-15,ET,Business,2,Below expectations. very far from public transportation. Staff seemed indifferent.,negative,1,1,1,2,2
R1417,City Center Hotel,2025-11-19,TN,Business,4,The food was great but very far from public transportation. Would still recommend.,mixed,3,4,5,2,4
R1418,City Center Hotel,2024-01-07,RW,Couple,4,The location was great but way overpriced for what you get. Would still recommend.,mixed,4,3,4,5,2
R1419,City Center Hotel,2024-03-10,ZA,Couple,4,Absolutely wonderful stay! The location was exceptional and the staff exceeded all expectations.,positive,4,5,5,4,5
R1420,City Center Hotel,2024-12-25,EG,Leisure,5,A truly memorable stay. Impeccable cleanliness throughout. We'll be back for sure!,positive,5,5,5,4,4
R1421,City Center Hotel,2025-07-02,KH,Couple,4,"Overall a good stay, but very far from public transportation. On the positive side, Room service was fast and the food was excellent.",mixed,3,3,4,1,3
R1422,Grand Resort Hotel,2024-02-14,JM,Business,2,Save your money and go elsewhere. staff was rude at the front desk. the neighborhood felt unsafe at night.,negative,3,1,2,1,3
R1423,City Center Hotel,2024-03-08,AO,Business,2,Very disappointing stay. staff was rude at the front desk and very far from public transportation.,negative,3,1,2,2,1
R1424,City Center Hotel,2024-07-27,KR,Leisure,5,"A truly memorable stay. Perfect location, walking distance to everything. We'll be back for sure!",positive,4,5,5,4,5
R1425,City Center Hotel,2025-07-05,DK,Couple,4,"Nice hotel with some issues. Best hotel breakfast I've ever had, however location was far from the city center.",mixed,3,4,4,2,3
R1426,City Center Hotel,2025-11-03,EE,Business,5,Can't say enough good things about this place. Best hotel breakfast I've ever had and Staff remembered our names which was a nice touch.,positive,4,4,4,5,5
R1427,Grand Resort Hotel,2025-12-05,MX,Family,3,Decent stay. Housekeeping did an amazing job but the neighborhood felt unsafe at night. Room for improvement.,mixed,5,3,3,1,4
R1428,City Center Hotel,2025-09-24,LA,Couple,5,Best hotel experience we've had in years. Great price for what you get.,positive,5,4,4,4,5
R1429,City Center Hotel,2024-04-01,UZ,Family,4,"Overall a good stay, but not worth the price at all. On the positive side, Perfect location, walking distance to everything.",mixed,4,3,4,5,2
R1430,City Center Hotel,2024-01-27,ET,Couple,3,"Overall a good stay, but noisy area with construction nearby. On the positive side, The chef prepared an incredible dinner.",mixed,4,3,5,2,4
R1431,City Center Hotel,2024-05-23,BJ,Family,3,"Mixed feelings about this hotel. The bathroom was sparkling clean. Unfortunately, staff was rude at the front desk.",mixed,5,1,3,3,3
R1432,City Center Hotel,2025-01-02,CV,Leisure,2,Below expectations. the room was not clean when we arrived. Staff seemed disinterested.,negative,2,1,2,3,2
R1433,City Center Hotel,2024-07-30,BN,Business,4,Decent stay. Affordable luxury at its best but the breakfast buffet ran out of items early. Room for improvement.,mixed,3,3,1,3,4
R1434,Grand Resort Hotel,2025-10-06,NP,Business,4,One of the best hotels I've stayed at. Service was impeccable from check-in to checkout. Highly recommend!,positive,4,4,4,4,5
R1435,Grand Resort Hotel,2025-05-05,HN,Couple,4,Fantastic experience from start to finish. Affordable luxury at its best.,positive,4,4,5,5,4
R1436,City Center Hotel,2025-03-02,PH,Couple,1,Below expectations. the carpets looked stained and old. Staff seemed disinterested.,negative,1,2,3,2,2
R1437,City Center Hotel,2024-08-19,KH,Business,2,Not worth the money. difficult to find parking near the hotel and not worth the price at all.,negative,1,2,3,2,2
R1438,Grand Resort Hotel,2024-03-28,NA,Business,5,Best hotel experience we've had in years. Restaurant food was absolutely delicious.,positive,4,4,5,4,5
R1439,Grand Resort Hotel,2025-10-21,BZ,Couple,3,Decent stay. Staff remembered our names which was a nice touch but not worth the price at all. Room for improvement.,mixed,3,5,4,3,2
R1440,Grand Resort Hotel,2024-08-02,RS,Family,4,Absolutely wonderful stay! The staff was exceptional and the cleanliness exceeded all expectations.,positive,4,4,5,5,5
R1441,Grand Resort Hotel,2025-09-01,SL,Family,4,"Everything was perfect - Excellent value for money, Beautiful surroundings with ocean view. 10/10.",positive,4,5,5,5,4
R1442,City Center Hotel,2024-01-28,CU,Couple,2,Not worth the money. location was far from the city center and the room was not clean when we arrived.,negative,2,2,3,1,3
R1443,City Center Hotel,2024-01-18,ZA,Leisure,5,Can't say enough good things about this place. Reception team went above and beyond and Restaurant food was absolutely delicious.,positive,5,4,4,5,5
R1444,Grand Resort Hotel,2025-09-26,GB,Business,5,One of the best hotels I've stayed at. Best deal we found in the area. Highly recommend!,positive,4,5,4,5,5
R1445,Grand Resort Hotel,2025-07-20,AL,Couple,5,Perfect hotel for our vacation. Everything was pristine and well-maintained and The chef prepared an incredible dinner.,positive,5,4,4,4,4
R1446,Grand Resort Hotel,2025-10-30,UY,Leisure,2,Very disappointing stay. not worth the price at all and very far from public transportation.,negative,1,2,3,1,2
R1447,Grand Resort Hotel,2024-03-17,BZ,Solo,4,Best hotel experience we've had in years. Best hotel breakfast I've ever had.,positive,4,5,5,4,4
R1448,Grand Resort Hotel,2025-01-04,MT,Couple,3,Good but not great. Great price for what you get. The downside was breakfast was mediocre and limited options.,mixed,4,3,2,3,4
R1449,City Center Hotel,2025-04-04,MV,Family,5,Exceeded our expectations in every way. The value was outstanding.,positive,5,5,4,4,4
R1450,City Center Hotel,2025-01-31,AO,Business,2,Save your money and go elsewhere. breakfast was mediocre and limited options. much cheaper options with better quality nearby.,negative,2,2,1,3,1
R1451,Grand Resort Hotel,2024-07-25,CG,Business,3,"Mixed feelings about this hotel. Worth every penny spent. Unfortunately, noisy area with construction nearby.",mixed,3,3,3,2,5
R1452,Grand Resort Hotel,2024-04-26,AL,Business,1,Worst hotel experience in a long time. room service took over an hour.,negative,2,2,1,1,1
R1453,City Center Hotel,2024-12-02,BA,Leisure,5,Perfect hotel for our vacation. Great location near public transport and Impeccable cleanliness throughout.,positive,4,4,4,4,5
R1454,City Center Hotel,2025-11-16,BD,Couple,4,Exceeded our expectations in every way. The staff was outstanding.,positive,5,5,5,4,5
R1455,Grand Resort Hotel,2025-08-17,CO,Couple,5,A truly memorable stay. Worth every penny spent. We'll be back for sure!,positive,5,5,5,5,4
R1456,City Center Hotel,2025-10-17,HU,Leisure,5,"Everything was perfect - The staff was incredibly friendly and helpful, Impeccable cleanliness throughout. 10/10.",positive,5,5,5,5,5
R1457,City Center Hotel,2025-05-21,BS,Family,1,Not worth the money. hidden charges everywhere and the neighborhood felt unsafe at night.,negative,2,3,2,2,2
R1458,City Center Hotel,2025-07-30,IQ,Leisure,4,One of the best hotels I've stayed at. Affordable luxury at its best. Highly recommend!,positive,5,5,4,5,5
R1459,City Center Hotel,2025-01-19,CV,Leisure,5,Can't say enough good things about this place. The concierge gave amazing restaurant recommendations and The bathroom was sparkling clean.,positive,5,4,4,4,5
R1460,City Center Hotel,2024-04-20,YE,Solo,5,"Everything was perfect - Best hotel breakfast I've ever had, Beautiful surroundings with ocean view. 10/10.",positive,4,5,4,5,4
R1461,City Center Hotel,2024-08-31,US,Leisure,3,The cleanliness was great but breakfast was mediocre and limited options. Would still recommend.,mixed,4,4,1,4,3
R1462,City Center Hotel,2025-02-18,AL,Family,2,Save your money and go elsewhere. hidden charges everywhere. the breakfast buffet ran out of items early.,negative,1,2,1,3,2
R1463,Grand Resort Hotel,2024-06-17,AG,Couple,4,Fantastic experience from start to finish. The rooms were spotlessly clean.,positive,5,4,4,4,5
R1464,City Center Hotel,2024-05-27,CD,Business,5,Best hotel experience we've had in years. Excellent value for money.,positive,4,4,4,5,4
R1465,Grand Resort Hotel,2024-02-10,SR,Leisure,5,A truly memorable stay. Excellent value for money. We'll be back for sure!,positive,5,5,4,4,5
R1466,Grand Resort Hotel,2024-03-14,LK,Couple,3,"Nice hotel with some issues. Excellent value for money, however found hair in the bathroom.",mixed,1,4,4,3,5
R1467,Grand Resort Hotel,2024-11-01,LU,Family,5,Can't say enough good things about this place. Service was impeccable from check-in to checkout and Great location near public transport.,positive,5,5,5,5,4
R1468,Grand Resort Hotel,2025-05-17,KN,Leisure,5,Absolutely wonderful stay! The value was exceptional and the location exceeded all expectations.,positive,4,4,5,5,5
R1469,Grand Resort Hotel,2025-08-30,BS,Solo,2,Hugely disappointed. very far from public transportation. Will be filing a complaint.,negative,2,2,2,1,2
R1470,City Center Hotel,2024-06-05,FR,Business,5,Best hotel experience we've had in years. Affordable luxury at its best.,positive,5,4,4,5,5
R1471,City Center Hotel,2025-04-15,CU,Solo,1,Worst hotel experience in a long time. difficult to find parking near the hotel.,negative,3,1,2,1,1
R1472,Grand Resort Hotel,2025-03-05,QA,Family,4,"The hotel has potential. The staff was incredibly friendly and helpful, yet hidden charges everywhere.",mixed,4,4,3,3,2
R1473,City Center Hotel,2024-11-19,PS,Family,1,Below expectations. way overpriced for what you get. Staff seemed overwhelmed.,negative,1,1,1,1,1
R1474,Grand Resort Hotel,2024-10-20,TM,Couple,4,Absolutely wonderful stay! The value was exceptional and the staff exceeded all expectations.,positive,4,4,5,5,4
R1475,City Center Hotel,2024-09-24,PA,Family,3,"Overall a good stay, but the carpets looked stained and old. On the positive side, Staff remembered our names which was a nice touch.",mixed,2,5,4,3,4
R1476,City Center Hotel,2025-12-30,DK,Family,2,Hugely disappointed. room service took over an hour. Will be filing a complaint.,negative,3,1,1,2,1
R1477,Grand Resort Hotel,2024-03-31,KP,Family,5,Fantastic experience from start to finish. Best deal we found in the area.,positive,4,5,4,4,5
R1478,Grand Resort Hotel,2024-05-17,LS,Solo,4,We had an amazing time. Best hotel breakfast I've ever had. Will definitely come back!,positive,4,5,4,4,5
R1479,Grand Resort Hotel,2025-11-08,QA,Leisure,5,Perfect hotel for our vacation. The staff was incredibly friendly and helpful and Worth every penny spent.,positive,4,5,5,4,5
R1480,City Center Hotel,2025-02-15,DE,Solo,1,Very disappointing stay. food quality was poor for a hotel at this price and the room was not clean when we arrived.,negative,2,1,1,2,1
R1481,Grand Resort Hotel,2025-07-27,HN,Leisure,1,Worst hotel experience in a long time. the carpets looked stained and old.,negative,1,1,1,2,1
R1482,City Center Hotel,2024-10-11,BG,Leisure,3,The staff was great but not worth the price at all. Would still recommend.,mixed,4,5,4,4,2
R1483,City Center Hotel,2025-07-13,ST,Solo,5,Perfect hotel for our vacation. Best hotel breakfast I've ever had and The staff was incredibly friendly and helpful.,positive,4,5,5,4,4
R1484,City Center Hotel,2024-10-25,MD,Couple,2,Hugely disappointed. food quality was poor for a hotel at this price. Will be filing a complaint.,negative,1,1,1,2,3
R1485,City Center Hotel,2024-03-05,IQ,Family,4,One of the best hotels I've stayed at. Excellent value for money. Highly recommend!,positive,5,4,4,5,5
R1486,Grand Resort Hotel,2025-02-10,YE,Family,5,"Best hotel experience we've had in years. Perfect location, walking distance to everything.",positive,4,5,4,5,5
R1487,Grand Resort Hotel,2024-07-27,ST,Family,5,We had an amazing time. Great price for what you get. Will definitely come back!,positive,5,5,4,5,5
R1488,City Center Hotel,2025-03-08,CM,Leisure,3,Decent stay. Housekeeping did an amazing job but very far from public transportation. Room for improvement.,mixed,5,3,3,1,3
R1489,City Center Hotel,2025-05-20,AO,Family,4,We had an amazing time. The staff was incredibly friendly and helpful. Will definitely come back!,positive,4,4,4,4,4
R1490,City Center Hotel,2024-12-21,BD,Leisure,4,"Nice hotel with some issues. Great location near public transport, however the reception seemed overwhelmed and disorganized.",mixed,3,1,3,5,3
R1491,City Center Hotel,2025-07-26,CA,Family,3,"Nice hotel with some issues. Beautiful surroundings with ocean view, however way overpriced for what you get.",mixed,3,3,3,4,1
R1492,City Center Hotel,2024-02-05,ST,Couple,4,We had an amazing time. The rooms were spotlessly clean. Will definitely come back!,positive,5,4,4,4,5
R1493,City Center Hotel,2024-02-20,KE,Leisure,1,Very disappointing stay. the minibar prices were outrageous and the restaurant food was overpriced and bland.,negative,3,1,2,2,1
R1494,City Center Hotel,2025-05-17,CA,Family,2,Very disappointing stay. difficult to find parking near the hotel and housekeeping missed our room twice.,negative,2,1,1,1,3
R1495,City Center Hotel,2025-01-09,SE,Family,5,A truly memorable stay. The bathroom was sparkling clean. We'll be back for sure!,positive,4,4,5,5,5
R1496,City Center Hotel,2024-06-08,NI,Business,5,Best hotel experience we've had in years. The chef prepared an incredible dinner.,positive,5,4,4,5,5
R1497,City Center Hotel,2025-08-26,CV,Couple,2,"Would not recommend. found hair in the bathroom. For the price we paid, unacceptable.",negative,1,2,3,1,1
R1498,Grand Resort Hotel,2024-05-10,AD,Business,3,Decent stay. Best deal we found in the area but the breakfast buffet ran out of items early. Room for improvement.,mixed,3,4,1,3,5
R1499,Grand Resort Hotel,2024-02-29,GR,Leisure,5,We had an amazing time. Best deal we found in the area. Will definitely come back!,positive,5,4,4,5,4
R1500,City Center Hotel,2024-06-09,AR,Family,5,One of the best hotels I've stayed at. Best hotel breakfast I've ever had. Highly recommend!,positive,4,4,5,4,4
R1501,City Center Hotel,2024-08-19,GT,Family,4,A truly memorable stay. The staff was incredibly friendly and helpful. We'll be back for sure!,positive,5,4,5,4,5
R1502,City Center Hotel,2024-02-25,NP,Business,4,Perfect hotel for our vacation. Beautiful surroundings with ocean view and Service was impeccable from check-in to checkout.,positive,4,5,5,4,4
R1503,Grand Resort Hotel,2024-03-30,MV,Family,5,Can't say enough good things about this place. The rooms were spotlessly clean and Room service was fast and the food was excellent.,positive,4,4,5,4,4
R1504,Grand Resort Hotel,2024-09-04,CY,Business,4,One of the best hotels I've stayed at. Service was impeccable from check-in to checkout. Highly recommend!,positive,5,4,4,4,4
R1505,City Center Hotel,2025-03-16,MH,Leisure,1,Terrible experience. staff was unresponsive to our requests. the minibar prices were outrageous. Never again.,negative,2,1,2,3,1
R1506,City Center Hotel,2025-11-14,TD,Business,4,"The hotel has potential. Best hotel breakfast I've ever had, yet the reception seemed overwhelmed and disorganized.",mixed,3,2,5,3,4
R1507,Grand Resort Hotel,2025-06-30,JO,Solo,2,"Would not recommend. the restaurant food was overpriced and bland. For the price we paid, unacceptable.",negative,1,2,1,1,1
R1508,City Center Hotel,2024-05-19,GR,Leisure,1,Save your money and go elsewhere. the restaurant food was overpriced and bland. the neighborhood felt unsafe at night.,negative,2,3,1,2,3
R1509,Grand Resort Hotel,2025-04-23,LA,Leisure,2,Worst hotel experience in a long time. very far from public transportation.,negative,1,1,1,1,2
R1510,City Center Hotel,2025-11-22,MV,Couple,3,A solid 3-star experience. The location is unbeatable - right in the center but waited 20 minutes for someone to help us.,mixed,4,1,4,4,3
R1511,Grand Resort Hotel,2025-06-12,LA,Business,5,"Everything was perfect - Impeccable cleanliness throughout, Reception team went above and beyond. 10/10.",positive,5,4,5,5,4
R1512,Grand Resort Hotel,2025-03-10,VC,Leisure,2,Worst hotel experience in a long time. the neighborhood felt unsafe at night.,negative,1,1,1,1,1
R1513,City Center Hotel,2024-11-23,CG,Solo,1,Very disappointing stay. found hair in the bathroom and the breakfast buffet ran out of items early.,negative,2,2,2,3,2
R1514,City Center Hotel,2024-03-07,RW,Solo,2,Not worth the money. the restaurant food was overpriced and bland and hidden charges everywhere.,negative,2,1,2,1,2
R1515,City Center Hotel,2025-05-20,DO,Business,5,One of the best hotels I've stayed at. Everything was pristine and well-maintained. Highly recommend!,positive,5,5,4,4,5
R1516,City Center Hotel,2024-01-09,CG,Business,5,We had an amazing time. Room service was fast and the food was excellent. Will definitely come back!,positive,5,5,5,4,5
R1517,City Center Hotel,2024-03-13,GR,Solo,5,Exceeded our expectations in every way. The cleanliness was outstanding.,positive,4,5,4,5,5
R1518,City Center Hotel,2024-02-29,CA,Leisure,4,The cleanliness was great but not worth the price at all. Would still recommend.,mixed,5,4,4,3,2
R1519,City Center Hotel,2025-10-04,JM,Couple,4,"The hotel has potential. Service was impeccable from check-in to checkout, yet the restaurant food was overpriced and bland.",mixed,3,5,1,4,3
R1520,City Center Hotel,2024-08-05,MK,Couple,5,Can't say enough good things about this place. Reception team went above and beyond and Affordable luxury at its best.,positive,4,4,5,5,4
R1521,City Center Hotel,2025-06-30,BO,Couple,4,Perfect hotel for our vacation. Everything was pristine and well-maintained and Great location near public transport.,positive,4,4,4,5,4
R1522,Grand Resort Hotel,2025-01-18,VE,Business,2,"Would not recommend. much cheaper options with better quality nearby. For the price we paid, unacceptable.",negative,3,1,2,1,1
R1523,City Center Hotel,2024-07-30,LT,Business,1,Terrible experience. staff was unresponsive to our requests. the minibar prices were outrageous. Never again.,negative,2,1,2,2,1
R1524,City Center Hotel,2025-10-05,CL,Couple,4,Exceeded our expectations in every way. The food was outstanding.,positive,4,5,4,5,5
R1525,Grand Resort Hotel,2025-11-17,ML,Leisure,4,"Nice hotel with some issues. Restaurant food was absolutely delicious, however no one seemed to care about guest satisfaction.",mixed,4,2,5,3,4
R1526,City Center Hotel,2024-11-25,BS,Family,4,"Mixed feelings about this hotel. Excellent value for money. Unfortunately, waited 20 minutes for someone to help us.",mixed,3,1,4,3,5
R1527,Grand Resort Hotel,2025-09-24,BD,Couple,3,The food was great but not worth the price at all. Would still recommend.,mixed,4,3,4,4,2
R1528,City Center Hotel,2024-07-06,UY,Business,4,Absolutely wonderful stay! The value was exceptional and the staff exceeded all expectations.,positive,5,4,4,4,4
R1529,City Center Hotel,2024-05-25,CZ,Solo,5,We had an amazing time. Restaurant food was absolutely delicious. Will definitely come back!,positive,4,5,5,5,5
R1530,Grand Resort Hotel,2024-01-10,EE,Solo,4,A truly memorable stay. Ideal location for both business and leisure. We'll be back for sure!,positive,5,5,4,4,4
R1531,City Center Hotel,2025-03-15,NP,Business,3,"The hotel has potential. Beautiful surroundings with ocean view, yet food quality was poor for a hotel at this price.",mixed,4,4,1,4,4
R1532,Grand Resort Hotel,2025-04-03,SM,Solo,3,"Mixed feelings about this hotel. Affordable luxury at its best. Unfortunately, the breakfast buffet ran out of items early.",mixed,3,4,1,4,4
R1533,Grand Resort Hotel,2024-10-03,LT,Leisure,5,Absolutely wonderful stay! The food was exceptional and the location exceeded all expectations.,positive,5,4,4,4,5
R1534,Grand Resort Hotel,2024-11-16,US,Couple,4,"Nice hotel with some issues. Best deal we found in the area, however difficult to find parking near the hotel.",mixed,4,3,4,1,5
R1535,City Center Hotel,2024-03-01,EG,Leisure,2,Worst hotel experience in a long time. housekeeping missed our room twice.,negative,2,3,3,2,1
